siteB,lat,lon,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,smpl.yr,YSF,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,FF,TP,Pi,Po,Pi2TP,site_ID,study,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,Hydrogroup,HSG_2,sampledate,sample_yr
NA,44.920153,-72.757958,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.05320761154477334,1254,1478,4086,329.80000000000007,0.31675818897756186,-342.6105676451713,42.76666666666667,49.73333333333333,7.533333333333334,NA,3958.85582010582,NA,NA,NA,NA,NA,NA,47.077463333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1352.8653333333332,984.7525669446271,368.11276638870623,0.7279013976345223,CJS-F,Perillo,5,5,20150624,USGS-VWRLSC-2014,Corn,Corn_B,Interior,1352.8653333333332,368.11276638870623,984.7525669446271,0.285062341,3.086288372666667,7.906666666666666,Silt loam,B,18701.536666666667,5673.196666666667,51.63666666666668,21315.573333333334,2833.1200000000003,6989.420000000001,764.7599999999999,265.90000000000003,691.6999999999999,NA,NA,NA,NA,5,B/D,D,2015-06-24,2015
MuF1,44.57,-73.1587,6,3,0,0,9,0.333333333333333,2004,2006,2004,2018.43055555555,14.4305555555556,0.6,0.430850972507607,0.419645252056488,1012.5,580.078125,432.421875,0.0942957746478874,512.8,1401.99999999999,5760,171.6,0.10687173741886989,591.8366545800652,NA,NA,NA,NA,4798.275132275121,0.213743474837739,0.160824372759856,0.334172217701022,0.318567944411209,0.504835390946502,0.120893051984068,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5729166666666666,0.333333333333333,1012.5,580.078125,432.421875,0.5729166666666666,MuF1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa1,43.86,-73.1805,10,0,0,0,10,0,NA,1993,1993,2018.56111111111,25.5611111111111,0.185440430015859,0.713697931546978,1.52510720785604,1897.5,66.25,1831.25,0.706827309236947,696.8,4420,15380,203.999999999999,0.05127773629939969,2431.537500523763,NA,NA,NA,NA,13588.743386243386,0.102555472598799,0.0818423591593607,0.142306722989915,0.137305502846299,0.596060299571352,0.00487535882582553,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03491436100131752,0,1897.5,66.25,1831.25,0.03491436100131752,Sa1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,44.56740857142857,-73.15820857142857,7,3,0,0,10,0.3,2004,2006,2004,2019.58333333333,15.5833333333332,0.39218451711404256,0.5026524190650766,0.7648767721884122,1143.7039394595602,592.5850489695625,626.4236941729791,0.2901622101809052,526.1586739517815,1025.5357587924118,4486.260679375995,256.2670848211905,0.15383685276494785,309.3918402897041,3.795,77.455,18.75,96.205,3660.9327155432106,0.3076717570731105,0.2404971494635886,0.22067101490182667,0.45346893524839127,0.5524646672574834,0.1803363539422334,2.782131796056619,8.64296953670374,95.63123989828101,302.3352018180985,2109.8514423439797,34.10697165242679,0.3098857626390288,1.7108629151668344,96.02399492325604,51.82115993195129,104.32038671430723,41.71172519565216,3.4959642479271946,0.5358849602733421,0.3,1143.7039394595602,592.5850489695625,551.1188904899976,0.5358849602733421,MC,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.919417,-72.672672,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.037864432413400005,577.6,1224.8000000000002,3344,354.00000000000006,0.177319622459342,172.30230755788318,39.53333333333334,54.6,5.866666666666667,NA,3257.3947089947096,NA,NA,NA,NA,NA,NA,9.816666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1081.2166666666667,793.8439658898773,259.5152174387965,0.7342135858275806,HHB-F,Perillo,13,29,20150708,USGS-VWRLSC-2014,Hay,Hay_B,Interior,1081.2166666666667,259.5152174387965,793.8439658898773,0.20140158466666666,2.196312785,6.473333333333333,Silt loam,B,17819.076666666664,4498.07,23.376666666666665,24040.10666666667,1761.8633333333335,7261.923333333333,958.5,253.74666666666667,290.12666666666667,NA,NA,NA,NA,4,C,C,2015-07-08,2015
NA,44.978047,-72.334311,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.0870353121352,802.3999999999999,2317.6,6928,228.64000000000001,0.12352043703612721,693.0999532362924,19.1,60.56666666666666,20.266666666666666,NA,6496.091005291005,NA,NA,NA,NA,NA,NA,4.3790000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1130.1384999999998,865.7257731783976,527.2807127580933,0.7660351126684011,HMR-F,Perillo,53,35,20150710,USGS-VWRLSC-2014,Hay,Hay_D,Interior,1130.1384999999998,527.2807127580933,865.7257731783976,0.3205604716666667,5.04845198,6.390000000000001,Silt loam,D,27740.853333333333,4012.6933333333327,55.01,26882.143333333337,7053.91,7250,672.63,457.84,664.74,NA,NA,NA,NA,3,C/D,D,2015-07-10,2015
MiD1,44.96486,-73.16756,10,0,0,0,10,0,NA,1993,1993,2018.62222222222,25.6222222222222,0.770453881020798,0.441320434586505,0.246248836053899,1242.5,817.5,424.999999999999,0.0978260869565215,570.199999999999,1475.99999999999,5960,268,0.11417810113184525,579.4845635468406,NA,NA,NA,NA,4993.95238095237,0.22835620226369,0.172825286858627,0.479395079026795,0.336467348544453,0.513646532438478,0.163697996624488,2.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6579476861167002,0,1242.5,817.5,425,0.6579476861167002,MiD1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ro1,43.65,-73.0669,8,1,0,0,9,0.111111111111111,1994,2003,1994,2018.49166666666,24.4916666666665,0.610777094300353,0.43604675394228,0.365943253011373,297.499999999999,181.249999999999,116.249999999999,0.128019999825418,468.399999999999,1790,4866.66666666666,743.333333333333,0.09862645595779869,624.9463571944303,NA,NA,NA,NA,4749.2328042328,0.197252911915597,0.173864781263809,0.346096312870008,0.227911335375743,0.762861491628614,0.0381640588009202,1.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6092436974789903,0.111111111111111,297.499999999999,181.249999999999,116.24999999999997,0.6092436974789903,Ro1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GooF,43.9451805555556,-73.1638666666667,6,4,0,0,10,0.4,2016,2006,2016,2021.44722222222,5.4472222222223,0.6072374281166667,0.3972398453467492,2.038296561642256,1201.4311665982318,534.0698437633512,667.3613228348823,0.188235541433296,703.8510189086086,3267.162137908008,7313.123965849765,409.03740680834767,0.09126737587798123,1085.4318230737115,1.5666666666666667,59.266666666666666,39.166666666666664,98.43333333333334,7799.52263943423,0.1825347517559618,0.1768329610796919,0.3573856674189184,0.18980075362386425,0.939283038815157,0.06883403646696781,0.9808974667561319,4.503737655276703,143.3445308202443,472.0721396890734,3384.314003945626,64.95273353565898,0.2769028489647964,0.5580445685367919,25.891978570878717,23.53710924061897,45.296502012668334,14.991377158968865,1.5414214040357992,0.4438332210076927,0.4,1201.4311665982318,534.0698437633512,667.3613228348806,0.4438332210076927,GooF,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.910786,-72.868792,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.0609817152966,688.5699999999999,1272.02,3304.6500000000005,370.09000000000003,0.20930278464612037,68.79877190797463,32,58.4,9.6,NA,3289.8272288359794,NA,NA,NA,NA,NA,NA,13.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1425.733,946.2043783350656,277.92367234099214,0.6636616942548609,HKF-F,Perillo,15,31,20150717,USGS-VWRLSC-2014,Hay,Hay_B,Interior,1425.733,277.92367234099214,946.2043783350656,0.309603471,3.5372224649999997,6.156666666666666,Silt loam,B,22378.75333333333,5453.613333333334,70.21333333333332,28687.543333333335,3957.4166666666665,8831.003333333334,1047.8333333333333,470.19,624.1733333333334,NA,NA,NA,NA,5,B/D,D,2015-07-17,2015
QuH2,43.788579999999996,-73.109195,4,5,0,0,9,0.555555555555555,2009,2011,2009,2018.657638888885,9.657638888888922,0.8425202444478099,0.2809515037071813,1.5382287032965,1093.6689056022738,474.5180342113299,619.1508713909461,0.1271555142124362,595.6255116700199,1870.5911339714467,2966.057203043559,176.66439688706083,0.15846971676319088,269.7866226184781,5.7,83.05,11.25,94.3,3789.64026952506,0.3169394335263811,0.36706417959320226,0.356463263364609,0.2791227521807794,1.315035805789659,0.13030687681944014,5.147762281354222,9.572618442144801,53.23978967965923,193.05681878660002,1948.7448635173723,23.27977869304801,0.20077030602818227,0.4413837551774529,14.917032949728236,17.35797953276054,19.610663920855977,18.501257201941304,0.7386442015552959,0.4332917170497669,0.555555555555555,1093.6689056022738,474.5180342113299,619.150871390944,0.4332917170497669,QuH2,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.900131,-72.928517,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.03485614076265333,1101.3333333333333,3065.333333333333,4560,111.33333333333334,0.18222704434046672,290.02904526548895,72.39999999999999,20.8,6.8,NA,6043.742504409171,NA,NA,NA,NA,NA,NA,15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1178.7106666666666,930.8035207665095,247.9071459001572,0.7896793904468296,CSK-F,Perillo,25,9,20150727,USGS-VWRLSC-2014,Corn,Corn_C,Interior,1178.7106666666666,247.9071459001572,930.8035207665095,0.204948538,2.0218179096666664,6.363333333333333,Loamy sand,C,9522.636666666667,1496.97,28.49,14831.333333333334,769.86,3055.7700000000004,299.27000000000004,155.74666666666667,415.03000000000003,NA,NA,NA,NA,4,C,C,2015-07-27,2015
RRR,44.94711968,-72.89164489,11,0,0,0,11,0,NA,1995,1995,2020.77222222222,25.7722222222221,0.142623053510193,0.793687969130944,0.510961111111111,2625,268.723973941367,2356.27602605863,0.617647058823539,1319.32715372869,4609.16054168663,7249.27365452438,NA,0.14178705898597818,822.8244831806849,NA,NA,NA,NA,9304.989913495301,0.283574117971957,0.32876406359867,0.119637071284041,0.249306003026911,1.31871699681127,0.028879555640531,4.165,12.5699999999999,287.215,536.064999999999,4435.94,45.8399999999999,0.55,0.745,18.355,29.365,26.545,42.18,7.5,0.10237103769194933,0,2625,268.723973941367,2356.276026058633,0.10237103769194933,RRR,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.864889,-72.553331,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.049638368584066665,177.20000000000002,1317.1428571428573,4131.428571428572,187.14285714285717,0.0466399747736743,697.4609028161477,64.86666666666666,30.833333333333332,4.266666666666667,NA,3799.315948601664,NA,NA,NA,NA,NA,NA,1.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,455.6541333333334,336.4890742998853,119.16505903344802,0.738474754608946,FWB-F,Perillo,33,27,20150619,USGS-VWRLSC-2014,Forest,Forest_C,Interior,455.6541333333334,119.16505903344802,336.4890742998853,0.22955615333333332,2.879255718333333,3.9,Sandy loam,C,11140.49,3028.301,16.983803333333334,21613.75,1168.4046,4051.9860000000003,537.5892666666667,185.5978,259.25245,NA,NA,NA,NA,5,B/D,D,2015-06-19,2015
PoW1,43.74,-73.0547,8,1,0,0,9,0.111111111111111,1994,2003,1994,2018.47222222222,24.4722222222221,0.511725539040683,0.47704716184272,0.482452010692906,947.5,437.903225806451,509.596774193548,0.111461442786068,376.199999999999,1085.99999999999,3440,107.8,0.11938405432088829,349.248807267116,NA,NA,NA,NA,3151.1746031745915,0.238768108641776,0.197554388597149,0.302538628376323,0.301710924968811,0.654780361757105,0.13896507840768,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46216699293556834,0.111111111111111,947.5,437.903225806451,509.596774193549,0.46216699293556834,PoW1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.909986,-72.870158,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.01449209460864,740,1870,3942,285.79999999999995,0.1709316575854895,256.65194572195094,59.1,35,5.833333333333333,NA,4329.215608465609,NA,NA,NA,NA,NA,NA,11.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1037.4473333333333,899.8550010162176,137.59233231711582,0.8673741520207782,CKF-F,Perillo,7,7,20150717,USGS-VWRLSC-2014,Corn,Corn_B,Interior,1037.4473333333333,137.59233231711582,899.8550010162176,0.08311734666666666,0.8406087360000001,6.846666666666667,Sandy loam,B,15690.01,3455.463333333333,26.260180000000002,21465.816666666666,2521.6776666666665,5978.668000000001,598.8335666666667,317.7028,216.23979999999997,NA,NA,NA,NA,2,B,B,2015-07-17,2015
NA,44.970164,-72.318619,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.08932899168362667,1019.2,3016.8,7208,213.36,0.1367342271263146,696.7968179643585,42.6,46.43333333333334,10.966666666666669,NA,7453.876190476191,NA,NA,NA,NA,NA,NA,6.610833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1238.0206666666666,771.1294123886049,831.2645712435315,0.6228728107300888,HWM-F,Perillo,39,43,20150710,USGS-VWRLSC-2014,Hay,Hay_C,Interior,1238.0206666666666,831.2645712435315,771.1294123886049,0.4588289426666667,5.181496037333333,6.163333333333333,Loam,C,23874.91,4805.8099999999995,60.43,22331.596666666665,4138.993333333333,5630.110000000001,530.325,365.65333333333336,593.3066666666667,NA,NA,NA,NA,2,B,B,2015-07-10,2015
ThMB1,43.97,-73.155,3,6,0,0,9,0.666666666666666,2011,2015,2011,2018.45277777777,7.45277777777778,0.96177680008903,0.284921687731153,2.88480552370274,1172.5,608.920454545454,563.579545454545,0.0625301204819274,735.6,1518,4900,237.999999999999,0.16510343279673803,290.0989733604181,NA,NA,NA,NA,4455.388888888889,0.330206865593476,0.271188940092165,0.430145926888511,0.422057886013005,0.642539682539682,0.136670551040789,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5193351424694704,0.666666666666666,1172.5,608.920454545454,563.579545454546,0.5193351424694704,ThMB1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.848025,-72.7371,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.028007586552893336,88.6,474.20000000000005,2196,165.79999999999998,0.050338200295258276,316.60084353022665,72.2,12.033333333333333,15.800000000000002,NA,1760.094708994709,NA,NA,NA,NA,NA,NA,0.7553333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,482.9676666666667,405.5219822607908,77.4456844058758,0.8396462335866324,FSH-F,Perillo,3,21,20150624,USGS-VWRLSC-2014,Forest,Forest_A,Interior,482.9676666666667,77.4456844058758,405.5219822607908,0.13421114633333334,1.6245699856666667,5.246666666666667,Sandy loam,A,10973.82,2936.1465,14.412813333333332,20129.616666666665,1383.2745,4268.117333333333,498.92203333333333,216.46456666666666,182.30506666666668,NA,NA,NA,NA,5,B/D,D,2015-06-24,2015
De1,43.78,-73.0999,4,5,0,0,9,0.555555555555555,2016,2003,2016,2018.53055555555,2.53055555555556,1.01336032806114,0.204097288198854,2.76069764969419,977.5,519.827586206896,457.672413793103,0.044950790779636,551.8,811.999999999999,2800,80.1999999999999,0.2222941720629048,19.662744596114663,NA,NA,NA,NA,2482.296296296295,0.444588344125809,0.355999999999999,0.334883640516609,0.591871921182266,0.601481481481481,0.209413995816093,5.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5317929270658782,0.555555555555555,977.5,519.827586206896,457.67241379310406,0.5317929270658782,De1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSRS,44.95279296,-72.83237003,12,0,0,0,12,0,NA,1995,1995,2020.77222222222,25.7722222222221,0.0822869394288116,0.821883825662163,0.257424986361156,502.541881188118,23.5299999999999,479.011881188118,0.759075907590758,67.3418811581749,488.798752185291,793.813021411756,NA,0.06729843393393437,163.02210734823873,NA,NA,NA,NA,1000.6455904201753,0.134596867867868,0.153247485935383,0.0697976381740083,0.119993363133197,1.27713301747591,0.0235148190580838,11.0480349344978,33.9563318777292,597.502183406113,427.07423580786,1972.54148471615,20.5065502183406,0.209606986899563,0.733624454148471,5.58951965065502,5.37991266375545,54.8646288209607,44.3144104803493,5.86899563318777,0.046821968239482606,0,502.541881188118,23.5299999999999,479.0118811881181,0.046821968239482606,MSRS,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.03258833333333,-73.13403666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.911172,-72.927914,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.05032772131649334,324.79999999999995,1523.9999999999998,4108,567.4,0.080718730584511,601.5519084051928,61.53333333333333,29.233333333333334,9.233333333333333,NA,4023.849206349206,NA,NA,NA,NA,NA,NA,1.4236666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,457.2862333333333,312.65369121815553,144.63254211517778,0.6837155121401837,FTK-F,Perillo,51,25,20150626,USGS-VWRLSC-2014,Forest,Forest_D,Interior,457.2862333333333,144.63254211517778,312.65369121815553,0.24608238566666665,2.919241375666667,5.433333333333333,Sandy loam,D,16824.26,2591.686049,10.031769229333333,15668.050280000001,3640.89,3805.119604333333,735.5464498,203.9374140333333,295.9273191666667,NA,NA,NA,NA,1,D,D,2015-06-26,2015
MSFW,44.95222786,-72.83517561,0,12,0,0,12,1,2020,NA,2020,2020.77222222222,0.772222222222126,0.976669593472032,0.270934837144693,4.20518548387096,963.59606060606,1007.48052117263,-43.8844605665767,0.101010101010104,635.605503007401,1194.53258509737,1268.40562517601,NA,0.3065148088871498,-158.21861080894487,NA,NA,NA,NA,2073.6534894188853,0.613029617774297,0.905223505232051,0.419060463481039,0.463438081658523,1.95327820707459,0.485848058180138,25.87,29.265,238.2,115.72,2080.27999999999,16.975,0.315,0.81,3.39,6.56499999999999,16.9,14.01,1.095,1.045542382706472,1,963.59606060606,953.9600999999993,9.635960606060621,0.99,MSFW,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.832175,-73.002153,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.16809506666934668,996.6666666666667,2608,6513.333333333334,247.53333333333333,0.15101088790345632,522.7468161158605,37.6,53.56666666666666,8.833333333333334,NA,6599.965608465609,NA,NA,NA,NA,NA,NA,5.269666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1397.186333333333,1035.4830412520337,361.70329208129965,0.7411202189343158,WRR-F,Perillo,43,52,20150727,USGS-VWRLSC-2014,Wetland,Wetland_C,Interior,1397.186333333333,361.70329208129965,1035.4830412520337,0.781160255,9.750293890333333,5.864999999999999,Loam,C,25061.47666666667,7057.486333333333,33.355673333333336,26042.943333333333,6185.735000000001,6157.6320000000005,477.27579999999995,359.23139999999995,1069.9741333333334,NA,NA,NA,NA,5,B/D,D,2015-07-27,2015
OCSP,43.91913,-73.17501818181817,8,1,0,0,9,0.111111111111111,1995,2003,1995,2019.51944444444,24.5194444444443,0.4949111240408903,0.48561684406228206,0.6934613628150836,1114.4708159930556,369.13389253944666,745.3369234536083,0.2046823910104951,636.9056867287994,1931.828138944781,3037.2617330864937,89.82992388495025,0.16742237423107775,259.5860729369135,8.30772727272727,80.55590909090903,11.136363636363637,91.60136363636363,3899.366216799957,0.33484474846215456,0.45341947631785423,0.3096037881573768,0.30130674573619604,1.6274824484222012,0.097765172279673615,5.168074883869786,13.303981522256343,87.37479058845396,171.765687952969,1860.448329682765,51.069954651869004,0.17802455853567828,0.7775421707923071,91.56759548141709,27.678137369713337,35.24585951501467,41.626572568377405,3.042939993542534,0.3395521387004024,0.111111111111111,1114.4708159930556,369.13389253944666,745.336923453609,0.3395521387004024,OCSP,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De2,43.78,-73.0961,2,7,0,0,9,0.777777777777777,2018,1993,2018,2018.53055555555,0.530555555555565,0.994585151624572,0.233553085849683,0.384052364823005,897.5,486.25,411.25,0.0641857928719198,357.8,761.333333333333,3573.33333333333,193.333333333333,0.1254462011070933,298.82456411810267,NA,NA,NA,NA,2852.2186948853596,0.250892402214186,0.180881078478574,0.371848992145327,0.409324331958646,0.441901603095633,0.170481317183689,6.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541782729805014,0.777777777777777,897.5,486.25,411.25,0.541782729805014,De2,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.909256,-72.981822,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.06353668367588,158.16,1065.6,3316.8,233.88,0.05169383632215108,546.1959640576958,29.599999999999998,48.26666666666667,22.133333333333336,NA,3059.552380952381,NA,NA,NA,NA,NA,NA,0.9772993333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372.8468,309.4257477819488,63.42105221805119,0.829900505467524,FSS-F,Perillo,49,23,20150525,USGS-VWRLSC-2014,Forest,Forest_D,Interior,372.8468,63.42105221805119,309.4257477819488,0.173464496,3.6854224870000003,6.04,Loam,D,18266.22333333333,5009.5,22.279999999999998,20635.396666666667,3350.7833333333333,5779.973333333332,473.85999999999996,220.7966666666667,445.40333333333336,NA,NA,NA,NA,8,not rated,not rated,2015-05-25,2015
La1,43.87,-73.1543,4,5,0,0,9,0.555555555555555,2009,2011,2009,2018.56111111111,9.56111111111113,0.818393882366926,0.351021367798032,0.303052807528816,877.5,466.25,411.25,0.0592020175144307,412.6,810,3560,73,0.14224082738241814,255.18899419732332,NA,NA,NA,NA,2900.714285714286,0.284481654764836,0.20936571221457,0.41563270816469,0.443655913978494,0.47191011235955,0.160736271854223,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5313390313390314,0.555555555555555,877.5,466.25,411.25,0.5313390313390314,La1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GooF2,43.9560777777778,-73.1525805555556,5,5,0,0,10,0.5,2016,2003,2016,2021.44722222222,5.4472222222223,0.4596549814,0.5287325972,1.004552105,1483.92962711864,514.310612244897,969.619014873746,0.1966101695,789.447236180904,2586.18090452261,4604.27135678391,111.557788944723,0.14306473882523568,480.9068990898628,1.7,82.1,16.3,98.3,5518.111888809115,0.286129477650471,0.309733749944989,0.294036606415655,0.265868128355318,1.16499014703653,0.0932040927419274,3.5,11,112,289,2906,44,0.3,1.4,145,33,65,35,4.3,0.3465869289526477,0.5,1483.92962711864,514.310612244897,969.6190148737429,0.3465869289526477,GooF2,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMF,44.50285,-73.2135,5,7,0,0,12,0.583333333333333,2012,2008,2012,2021.44722222222,9.4472222222223,1.0665495418666666,0.1906261383729685,0.5090413017915202,982.8592890478295,718.8826765736753,263.9766124741563,0.0502749430091409,384.89558543678794,910.9699949613862,3648.8038572712708,346.87117596367324,0.12576060063888445,320.5979260643819,30.933333333333334,62.43333333333334,6.7,69.06666666666668,3065.8020765800397,0.25152120127776845,0.1908579072234316,0.3671604521652798,0.3688048253975072,0.5178371527652115,0.23481094196779911,0.9094232446812461,2.6212123085277144,53.88250297602821,98.24020682583465,874.6180308259032,25.51043138970574,0.12852325370642292,0.6873745521178545,6.801732480775642,11.670297007129339,5.970720749272854,3.1359323209062415,1.5522292189715576,0.7311953411410776,0.583333333333333,982.8592890478295,718.8826765736753,263.97661247415425,0.7311953411410776,DMF,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
