siteB,lat,lon,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,smpl.yr,YSF,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,FF,TP,Pi,Po,Pi2TP,site_ID,study,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,Hydrogroup,HSG_2,sampledate,sample_yr
MLFW,44.99193797,-72.87346481,0,13,0,0,13,1,2020,NA,2020,2020.77222222222,0.772222222222126,0.763193397579071,0.383663304694309,1.39921787054039,995.76135451505,195.742046979865,800.019307535184,0.177257525083603,431.271728504844,1257.17731792402,2001.21337056947,NA,0.1690439428206535,156.0629973834632,NA,NA,NA,NA,2551.2403538907047,0.338087885641306,0.389299572456605,0.411247579243135,0.298783439838657,1.30294896084878,0.0767242673475878,5.695,12.3799999999999,112.515,164.155,2151.375,30.93,0.19,0.78,12.835,9.34,27.895,20.205,8.115,0.19657525981734264,1,995.76135451505,195.742046979865,800.019307535185,0.19657525981734264,MLFW,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.707528,-72.83325,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.13273853106792,576.8000000000001,4160,7440,786.6400000000001,0.06484638308756611,1470.9352081040904,53.400000000000006,40.699999999999996,5.900000000000001,NA,8894.867724867725,NA,NA,NA,NA,NA,NA,1.7986666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1092.9003333333333,710.3451263110555,382.5552070222778,0.6499633174641929,WBF-F,Perillo,41,46,20150617,USGS-VWRLSC-2014,Wetland,Wetland_C,Interior,1092.9003333333333,382.5552070222778,710.3451263110555,0.441302425,7.699450758,5.183333333333334,Sandy loam,C,17115.463333333333,5921.9766666666665,34.10333333333333,26421.606666666663,1949.1733333333334,6097.453333333334,1281.6866666666667,232.24,1189.24,NA,NA,NA,NA,5,B/D,D,2015-06-17,2015
MLFE,44.9918321,-72.87202853,9,4,0,0,13,0.307692307692307,2015,2003,2015,2020.77222222222,5.77222222222212,0.545575934323029,0.503855125625456,0.156545028456645,900.554950166113,167.182173913043,733.372776253069,0.186046511627911,384.333552553637,1486.23809969047,2813.93118213373,NA,0.11774443699555846,367.12011125069296,NA,NA,NA,NA,3264.1334262622936,0.235488873991116,0.246729547016459,0.34615730443143,0.225227792563921,1.09546670154588,0.0512179350782484,3.03,8.51,158.17,174.84,1839.545,65.685,0.125,0.3,41.48,16.81,23.095,21.595,2.8,0.18564350113472275,0.307692307692307,900.554950166113,167.182173913043,733.37277625307,0.18564350113472275,MLFE,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCDAS,43.7800805555556,-73.0948944444444,2,7,0,0,9,0.777777777777777,2020,2003,2020,2021.525,1.52500000000009,0.8932819456,0.32516383160930684,1.9349446529643475,862.7538059278997,461.127522810431,401.62628311747073,0.07136274077562224,343.24721965868065,1048.641889834634,2783.3674996530244,65.20693141791621,0.1242122055143163,291.01168944079393,30.066666666666666,62.43333333333333,7.5,69.93333333333334,2744.7889669064193,0.24842441102863166,0.2223899924857479,0.4802211060888308,0.2819011045233006,0.782576787951492,0.16727018896228155,3.861318509447674,6.674294212020914,44.958209975673526,104.02148721726287,1212.2644015015692,24.970849149968554,0.15146867894920404,0.6509239812260614,24.752699985908343,5.427608637813395,19.44678322759113,8.633378760999822,2.1055717108656076,0.5333479856268017,0.777777777777777,862.7538059278997,461.127522810431,401.6262831174688,0.5333479856268017,OCDAS,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.984611,-72.386319,NA,NA,NA,NA,NA,0.75,NA,NA,2012,NA,3,NA,NA,NA,NA,NA,NA,0.044262468414626666,456,1474.4,4520,500.79999999999995,0.10870154725396917,509.7471166407634,26.366666666666664,62.5,11.1,NA,4194.972486772486,NA,NA,NA,NA,NA,NA,1.5733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,807.4680333333334,582.3363471277412,225.13168620559222,0.7211881128269323,WCG-F,Perillo,19,48,20150706,USGS-VWRLSC-2014,Wetland,Wetland_B,Interior,807.4680333333334,225.13168620559222,582.3363471277412,0.196403462,2.5674285623333333,6.023333333333333,Silt loam,B,18605.286666666667,4629.572666666667,25.091993333333335,25628.983333333337,2531.346666666667,8253.843666666668,930.6178,234.30343333333334,376.34116666666665,NA,NA,NA,NA,5,B/D,D,2015-07-06,2015
NA,44.970786,-73.168961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06058155076634666,363.28,967.2,3724.8,298.08,0.11451152588370443,367.06252814062486,34.56666666666667,55.76666666666667,9.666666666666668,NA,3172.431746031746,NA,NA,NA,NA,NA,NA,3.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.3186101333334,743.5077886148903,135.81082151844305,0.8455499292823453,WLR-F,Perillo,58,50,20150722,USGS-VWRLSC-2014,Wetland,Wetland_D,Interior,879.3186101333334,135.81082151844305,743.5077886148903,0.258891374,3.514011065333333,7.4433333333333325,Silt loam,D,18355.864803333334,15087.857342999998,16.537294396666667,21765.63404666667,3427.0046653333334,6996.75067,658.5136663666667,329.1810671,534.0706256333333,NA,NA,NA,NA,5,B/D,D,2015-07-22,2015
MSRN,44.953236,-72.83358744,12,0,0,0,12,0,NA,1995,1995,2020.77222222222,25.7722222222221,0.310940272485156,0.556370383459975,0.348509691769939,703.373859060402,144.262046979865,559.111812080537,0.218120805369133,317.919167569764,1330.90783941337,1730.03914648495,NA,0.12789515446557184,254.34549004404968,NA,NA,NA,NA,2485.779612982483,0.255790308931143,0.331961039260938,0.195995247574001,0.208051475313493,1.59557166687108,0.05803493046062,2.16,5.125,58.66,215.805,3307.69499999999,31.175,0.214999999999999,0.33,6.86,10.53,7.57,18.1699999999999,2.14,0.20510009736866913,0,703.373859060402,144.262046979865,559.111812080537,0.20510009736866913,MSRN,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLR,44.99257459,-72.87267514,13,0,0,0,13,0,NA,1995,1995,2020.77222222222,25.7722222222221,0.453965255931085,0.473014171329022,0.192741827885256,630.896526845637,202.783211920529,428.113314925107,0.164429530201341,426.980945197782,1903.15177486219,4300.22704278137,NA,0.09352166940402892,624.0864085671304,NA,NA,NA,NA,4565.583013206858,0.187043338808058,0.179367370480185,0.259121491499557,0.195405660547131,0.917923104059325,0.0444156225686705,1.85999999999999,6.27,92.545,183.969999999999,1916.45999999999,75.19,0.14,0.3,33.91,29.305,14.215,17.5649999999999,3.84,0.32142071368566033,0,630.896526845637,202.783211920529,428.11331492510806,0.32142071368566033,MLR,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CVHF,44.2636194444444,-73.0684694444444,2,9,0,0,11,0.818181818181818,2018,1993,2018,2021.525,3.52500000000009,0.9508018835166666,0.28666146185496344,16.560427349985744,1874.5626483053138,1575.603847889774,298.95880041553767,0.08313659676557959,1106.5962131991228,1028.9869223064748,2825.4242881657633,116.37211848348755,0.40155622273952707,-474.58466610955867,50.96666666666667,44.9,4.2,49.03333333333333,2745.5035888351745,0.8031124454790536,0.7059800096379788,0.4348212832441981,0.9318624542846913,0.757091587400807,0.5776744685962224,54.96732121775433,60.241121639940125,303.3427244788627,238.48342414734356,2300.794084640624,8.841146316667281,0.5398629193607138,0.8554115944828744,6.119511508267356,5.390024132910845,9.235015740810729,9.352107321938142,3.3061213337066846,0.8412118386009008,0.818181818181818,1874.5626483053138,1575.603847889774,298.9588004155398,0.8412118386009008,CVHF,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De3,43.79,-73.0999,9,0,0,0,9,0,NA,1993,1993,2018.55833333333,25.5583333333333,0.170918152278753,0.709224332403061,0.449286441665728,1370,416.25,953.75,0.298342541436462,799,2900,8260,275.999999999999,0.10111198340812955,1020.1916464767625,NA,NA,NA,NA,7902.12962962963,0.202223966816259,0.174740295243302,0.129576673023422,0.239966629588431,0.728185812931575,0.052675673458866,2.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30383211678832117,0,1370,416.25,953.75,0.30383211678832117,De3,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.866628,-72.802908,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.03492245418129333,730.6666666666667,1325.3333333333333,3602.666666666667,338.8,0.20781117778628289,78.77339417275778,50.79999999999999,43.6,5.6000000000000005,NA,3516.0123456790125,NA,NA,NA,NA,NA,NA,12.747596333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1232.6233333333332,828.6042333333334,404.0191,0.6722282557255934,CTH-F,Perillo,27,11,20150610,USGS-VWRLSC-2014,Corn,Corn_C,Interior,1232.6233333333332,404.0191,828.6042333333334,0.22006988033333333,2.025664395666667,6.25,Sandy loam,C,13710.843333333332,8329.49,25.209999999999997,18989.823333333334,2417.605,4725.3966666666665,633.16,227.84333333333333,415.30333333333334,NA,NA,NA,NA,5,B/D,D,2015-06-10,2015
De1y21,43.7807333333333,-73.0996944444444,4,5,0,0,9,0.555555555555555,2016,2003,2016,2021.525,5.52500000000009,1.180322938352493,0.2788427442,2.742788156,945.094102564102,615.483076923077,329.611025641025,0.0448717948717927,444.642857142857,890.051020408163,2570.66326530612,28.5714285714285,0.18186127961964635,118.22361600554927,NA,NA,NA,NA,2444.9561669906043,0.363722559239292,0.312458585024344,0,0.43510942223948,0.718114959258156,0.251735832827076,6.295,9.275,113.985,105.6,470.69,38.125,0.095,2.34,63.78,5.1149999999999904,9.315,4.43,2.665,0.6512399931956312,0.555555555555555,945.094102564102,615.483076923077,329.611025641025,0.6512399931956312,De1y21,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSFE,44.95267188,-72.83421127,3,9,0,0,12,0.75,2020,1995,2020,2020.77222222222,0.772222222222126,0.928750213033297,0.255902244082385,0.103084376261606,514.2432,300.466960784313,213.776239215686,0.0866666666666658,194.775860523647,855.375360302411,2264.32387133539,NA,0.08712610301221128,319.8850047614424,NA,NA,NA,NA,2235.5626361062873,0.174252206024422,0.15538994745926,0.365910603791001,0.198326371435162,0.783506229326952,0.134403284404341,1.615,3.86,72.485,143.76,1559.1,39.855,0.125,0.81,16.865,6.795,18.7799999999999,15.6,1.9,0.5842896139109142,0.75,514.2432,300.466960784313,213.77623921568699,0.5842896139109142,MSFE,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.907006,-72.663636,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.05992948610236,824.8000000000001,3046.4000000000005,6576,204.88,0.11555050586961749,818.478240354791,30.099999999999998,62.666666666666664,7.233333333333333,NA,7138.004232804234,NA,NA,NA,NA,NA,NA,3.0796666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1198.604,945.4358896054704,395.4023125979108,0.7887808564008383,HLB-F,Perillo,35,33,20150619,USGS-VWRLSC-2014,Hay,Hay_C,Interior,1198.604,395.4023125979108,945.4358896054704,0.3014640343333333,3.476188289,5.373333333333334,Silt loam,C,23420.226666666666,4587.813333333333,20.433333333333334,26548.350000000002,2975.36,7158.079999999999,704.0566666666667,387.71999999999997,560.59,NA,NA,NA,NA,5,B/D,D,2015-06-19,2015
LC,44.29477090909091,-73.17386363636363,7,2,0,0,9,0.222222222222222,2003,2006,2003,2019.51944444444,16.5194444444443,0.5211955166336234,0.50363667381077,0.3183131371185826,886.9609493165376,319.21610530623576,567.7448440103017,0.19812669412259953,361.2394344983224,2381.6760073383016,2602.394191527073,41.6005070009289,0.08876911776784567,596.8486380686485,21.462727272727218,52.28727272727268,26.25,78.53727272727278,4175.127967623976,0.1775382355356907,0.26475716373493674,0.3646001358999019,0.13654577690246414,1.9567716956011527,0.08093093596359441,5.225550258580412,11.427231613232468,142.7248601738488,865.0972458877179,3330.2758946154877,11.5321426824941,0.4373984555068331,1.1280565162532927,16.418158837254346,12.894123981941105,28.015333690896824,23.368493481539605,3.3522001494113525,0.3635242953961776,0.222222222222222,886.9609493165376,319.21610530623576,567.7448440103018,0.3635242953961776,LC,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.911203,-72.927236,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.046400299541119995,700,1760,4405.0455999999995,439.80000000000007,0.15697713608874236,326.587429140207,36.56666666666667,46.833333333333336,16.599999999999998,NA,4459.248126455026,NA,NA,NA,NA,NA,NA,7.896333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1089.9950000000001,710.6700403555345,379.32495964446565,0.6519938535089926,CTK-F,Perillo,29,13,20150626,USGS-VWRLSC-2014,Corn,Corn_C,Interior,1089.9950000000001,379.32495964446565,710.6700403555345,0.25379414699999997,2.6914326880000004,6.896666666666667,Loam,C,24830.37,4637.483666666667,30.353516666666668,22911.03,5856.578333333334,6219.5199999999995,700.6300000000001,427.72883333333334,456.49690000000004,NA,NA,NA,NA,1,D,D,2015-06-26,2015
OCD,43.78147545454546,-73.09675454545454,9,0,0,0,9,0,NA,1993,1993,2019.51944444444,26.5194444444443,0.48261080972665316,0.5111960436544869,0.22053197123133236,1091.28376129855,352.9171467907719,738.3666145077805,0.20770846851538086,601.572205723415,1930.7809366231668,5899.783527739328,480.57365653883625,0.11035888738653253,659.840476287777,8.031363636363615,81.74136363636359,10.227272727272727,91.96863636363638,5482.774152576479,0.2207177747730643,0.19093706026761814,0.3062506156136158,0.2717041873258251,0.7119460089634203,0.06505636463275843,4.351532165865751,11.141852395441317,83.22983320541539,264.325269409747,1859.7219854772968,41.610937935680006,0.1975010418087731,1.0379198107674403,93.28991500176738,62.88438702079857,48.12186306930489,34.83078127812328,4.437459690656958,0.3217036277017004,0,1091.28376129855,352.9171467907719,738.366614507778,0.3217036277017004,OCD,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke1,43.80959,-73.14985,7,2,0,0,9,0.222222222222222,2003,2006,2003,2018.6534722222175,15.653472222222174,0.5412869889389422,0.5041310414709123,0.277218972422063,1260.4852646397467,558.9065583041371,701.5787063356131,0.12460515352367432,731.3911075450926,1759.9145908117393,2507.6727612682575,62.19613118468533,0.21507981540471982,52.1087930468689,5.30500000000003,84.6949999999999,10,94.69499999999996,3408.8186711843327,0.43929473386522033,0.54273982621779,0.4319698207584477,0.3704020969432159,1.466951977582583,0.1635777410105931,7.526015931926364,13.240987355490622,27.29321978791903,95.97210108263305,1151.1019377788325,99.70216685545341,0.14227140075439626,0.8134071011315944,181.19612363446836,17.497711555193117,146.8280908904745,28.377480515836965,1.4642655591776053,0.4430678999711242,0.222222222222222,1260.4852646397467,558.9065583041371,701.5787063356096,0.4430678999711242,Ke1,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa3,43.868455,-73.17975000000001,10,0,0,0,10,0,NA,1993,1993,2018.606249999995,25.60624999999995,0.2626361288404775,0.7321459657583526,0.207499393905152,1108.1319920669391,400.64625119918105,707.4857408677601,0.2572785554891612,633.4048236714791,1963.77319734905,3727.7584433048105,120.28581309180123,0.15475858019403785,346.2302465868112,2.83999999999998,80.91,16.25,97.160000000000025,4318.283126748728,0.3010814970671636,0.3209118972153533,0.22457848484118717,0.31025502409219124,1.0430995458921377,0.09650266887098707,4.430107110259914,15.073486252891811,99.02352611671773,350.2716860423314,3266.0253157924776,71.08095876758837,0.24381236775229043,0.9554493647715683,130.50149491108806,76.65957382457727,72.88988483692668,262.68659390689055,11.360800527195805,0.37173347394939327,0,1108.1319920669391,400.64625119918105,707.4857408677581,0.37173347394939327,Sa3,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44.908867,-73.105639,NA,NA,NA,NA,NA,0.1,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.037168990001520005,288.53333333333336,949.3333333333334,3154.666666666667,333.2,0.10172846814456281,364.42849216802443,62.23333333333333,30.099999999999998,7.7,NA,2836.3086419753085,NA,NA,NA,NA,NA,NA,1.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,645.196,569.7496129075829,75.44638709241711,0.88306439114251,FMS-F,Perillo,11,19,20150715,USGS-VWRLSC-2014,Forest,Forest_B,Interior,645.196,75.44638709241711,569.7496129075829,0.13097377333333335,2.1559738980000005,5.613333333333333,Sandy loam,B,13699.256666666666,4654.441333333333,16.25733,19493.070000000003,2458.8063333333334,5797.066666666666,677.9902000000001,309.83476666666667,309.72369999999995,NA,NA,NA,NA,4,C,C,2015-07-15,2015
RRF,44.94554848,-72.89167916,0,11,0,0,11,1,2020,NA,2020,2020.77222222222,0.772222222222126,0.825973930156212,0.278895433335883,0.395932469572045,1122.71789808917,476.283913043477,646.433985045694,0.117834394904455,512.179793767987,1689.43129612442,4168.226147262,NA,0.12059437707963426,465.5743963002757,NA,NA,NA,NA,4247.128317017386,0.241188754159268,0.221971644978135,0.334674463598093,0.264048665054581,0.840646722952571,0.112142576699437,1.46499999999999,5.415,79.565,214.385,2745.38,23.39,0.26,0.695,5.99,8.695,32.935,6.52499999999999,1.705,0.42422403157026095,1,1122.71789808917,476.283913043477,646.4339850456929,0.42422403157026095,RRF,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De4,43.78,-73.0969,9,0,0,0,9,0,NA,1993,1993,2018.55833333333,25.5583333333333,0.35558576554436,0.509255295035736,0.452088136680932,1257.5,427.016129032258,830.483870967742,0.199095022624434,570.6,1692,4420,135.8,0.1299934366473744,439.919376206484,NA,NA,NA,NA,4389.452380952381,0.259986873294748,0.233203911837687,0.209148120571295,0.293719972546328,0.793966817496229,0.0972823240742409,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33957545052267035,0,1257.5,427.016129032258,830.483870967742,0.33957545052267035,De4,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
