site_ID,lat,lon,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,smpl.yr,YSF,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,FF,TP,Pi,Po,Pi2TP,study,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,Hydrogroup,HSG_2,sampledate,sample_yr
OCD.AS,43.7800805555556,-73.0948944444444,2,7,0,0,9,0.777777777777777,2020,2003,2020,2021.525,1.52500000000009,0.8932819456,0.32516383160930684,1.9349446529643475,862.7538059278997,461.127522810431,401.62628311747073,0.07136274077562224,343.24721965868065,1048.641889834634,2783.3674996530244,65.20693141791621,0.1242122055143163,291.01168944079393,30.066666666666666,62.43333333333333,7.5,69.93333333333334,2744.7889669064193,0.24842441102863166,0.2223899924857479,0.4802211060888308,0.2819011045233006,0.782576787951492,0.16727018896228155,3.861318509447674,6.674294212020914,44.958209975673526,104.02148721726287,1212.2644015015692,24.970849149968554,0.15146867894920404,0.6509239812260614,24.752699985908343,5.427608637813395,19.44678322759113,8.633378760999822,2.1055717108656076,0.5333479856268017,0.777777777777777,862.7538059278997,461.127522810431,401.6262831174688,0.5333479856268017,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.1y21,43.7807333333333,-73.0996944444444,4,5,0,0,9,0.555555555555555,2016,2003,2016,2021.525,5.52500000000009,1.180322938352493,0.2788427442,2.742788156,945.094102564102,615.483076923077,329.611025641025,0.0448717948717927,444.642857142857,890.051020408163,2570.66326530612,28.5714285714285,0.18186127961964635,118.22361600554927,NA,NA,NA,NA,2444.9561669906043,0.363722559239292,0.312458585024344,0,0.43510942223948,0.718114959258156,0.251735832827076,6.295,9.275,113.985,105.6,470.69,38.125,0.095,2.34,63.78,5.1149999999999904,9.315,4.43,2.665,0.6512399931956312,0.555555555555555,945.094102564102,615.483076923077,329.611025641025,0.6512399931956312,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.Fa,44.504,-73.21369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QuH.1,43.8,-73.1164,8,1,0,0,9,0.111111111111111,1993,2003,1993,2018.53055555555,25.5305555555555,0.151312042753429,0.681341561615057,1.01363704575423,1185,212.068965517241,972.931034482758,0.357837151867133,477.4,2400,5820,110.2,0.07986828565548466,898.6757942344335,NA,NA,NA,NA,5977.341269841269,0.159736571310969,0.148178694158075,0.109338277108493,0.17325,0.85528827796869,0.0354788117230711,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17896115233522447,0.111111111111111,1185,212.068965517241,972.9310344827591,0.17896115233522447,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FSS-F,44.909256,-72.981822,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.06353668367588,158.16,1065.6,3316.8,233.88,0.05169383632215108,546.1959640576958,29.599999999999998,48.26666666666667,22.133333333333336,NA,3059.552380952381,NA,NA,NA,NA,NA,NA,0.9772993333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372.8468,309.4257477819488,63.42105221805119,0.829900505467524,Perillo,49,23,20150525,USGS-VWRLSC-2014,Forest,Forest_D,Interior,372.8468,63.42105221805119,309.4257477819488,0.173464496,3.6854224870000003,6.04,Loam,D,18266.22333333333,5009.5,22.279999999999998,20635.396666666667,3350.7833333333333,5779.973333333332,473.85999999999996,220.7966666666667,445.40333333333336,NA,NA,NA,NA,8,not rated,not rated,2015-05-25,2015
CTK-F,44.911203,-72.927236,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.046400299541119995,700,1760,4405.0455999999995,439.80000000000007,0.15697713608874236,326.587429140207,36.56666666666667,46.833333333333336,16.599999999999998,NA,4459.248126455026,NA,NA,NA,NA,NA,NA,7.896333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1089.9950000000001,710.6700403555345,379.32495964446565,0.6519938535089926,Perillo,29,13,20150626,USGS-VWRLSC-2014,Corn,Corn_C,Interior,1089.9950000000001,379.32495964446565,710.6700403555345,0.25379414699999997,2.6914326880000004,6.896666666666667,Loam,C,24830.37,4637.483666666667,30.353516666666668,22911.03,5856.578333333334,6219.5199999999995,700.6300000000001,427.72883333333334,456.49690000000004,NA,NA,NA,NA,1,D,D,2015-06-26,2015
De.Ac,43.77878,-73.09475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC.4,44.5665,-73.15719,7,3,0,0,10,0.3,2004,2006,2004,2019.58333333333,15.5833333333332,0.630123667764574,0.342999171499585,0.25434,791.29815,563.487653061224,227.810496938775,0.928848015488868,423.950199923114,723.057910621182,3269.96447886828,239.431530143597,0.16056673021542295,183.89582972211582,NA,NA,NA,NA,2640.33650902852,0.321133460430846,0.234206067800103,0.283556728311075,0.510674100782481,0.458621393646634,0.213415089756325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7121053588476405,0.3,791.29815,563.487653061224,227.81049693877594,0.7121053588476405,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CVH.FN,44.2642527777778,-73.0679388888889,10,1,0,0,11,0.0909090909090909,1993,2003,1993,2021.525,28.525,0.9427614769505432,0.2649620605,1.595731744,1244.54609836065,773.875205479452,470.670892881203,0.0622950819672077,525.75,1191.99999999999,3887.74999999999,260.249999999999,0.14932940598827832,284.7784197045983,NA,NA,NA,NA,3520.7399140211473,0.298658811976555,0.244290897172881,0,0.384153767049144,0.635919566920788,0.219804707072378,3.75,6.955,52.97,108.37,1131.01,39.17,0.145,0.59,24.06,6.625,12.28,6.34,2.3,0.6218132108556056,0.0909090909090909,1244.54609836065,773.875205479452,470.6708928811979,0.6218132108556056,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.4,43.78,-73.0969,9,0,0,0,9,0,NA,1993,1993,2018.55833333333,25.5583333333333,0.35558576554436,0.509255295035736,0.452088136680932,1257.5,427.016129032258,830.483870967742,0.199095022624434,570.6,1692,4420,135.8,0.1299934366473744,439.919376206484,NA,NA,NA,NA,4389.452380952381,0.259986873294748,0.233203911837687,0.209148120571295,0.293719972546328,0.793966817496229,0.0972823240742409,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33957545052267035,0,1257.5,427.016129032258,830.483870967742,0.33957545052267035,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHB-F,44.862025,-73.043797,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.06421273328873334,322.08,1329.6,3510.4,327.6,0.09282285969416229,476.72930813941394,49.73333333333334,38.43333333333333,11.866666666666667,NA,3469.8349206349203,NA,NA,NA,NA,NA,NA,1.4988333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,709.6067911333333,598.8485988510221,110.7581922823112,0.843916104430996,Perillo,31,17,20150627,USGS-VWRLSC-2014,Forest,Forest_C,Interior,709.6067911333333,110.7581922823112,598.8485988510221,0.2933707403333334,3.724636501666667,6.126666666666668,Loam,C,20270.023333333334,4742.926666666666,28.573363333333333,24496.736666666664,4565.579333333334,5393.878333333333,614.6123666666667,227.9321,367.4710666666667,NA,NA,NA,NA,3,C/D,D,2015-06-27,2015
LC.3,44.29576,-73.173,7,2,0,0,9,0.222222222222222,2003,2006,2003,2019.51944444444,16.5194444444443,0.4370871734242788,0.5649993707834551,0.412491584801989,1047.1015106022476,276.8654755766556,770.2360350255926,0.23948772916028152,437.59793205031843,3394.4478269164556,2845.2427155381465,48.607106690914165,0.08101495754076163,817.8077788067794,20.32,58.4299999999999,21.25,79.68,5472.374061132537,0.16202991508152292,0.2776745041861386,0.3299582390113729,0.11492793890167742,2.4589413655873935,0.05128904896061515,6.267873210731819,13.46005371687604,145.40146937427448,941.8647511809045,3679.4309365839026,8.05426986741929,0.4811133304821347,0.5072753364696512,10.489349764776165,13.901344295725806,28.675056237561368,21.600793932198066,2.7550686498445986,0.26341938648074514,0.222222222222222,1047.1015106022476,276.8654755766556,770.236035025592,0.26341938648074514,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CVH.F,44.2636194444444,-73.0684694444444,2,9,0,0,11,0.818181818181818,2018,1993,2018,2021.525,3.52500000000009,0.9508018835166666,0.28666146185496344,16.560427349985744,1874.5626483053138,1575.603847889774,298.95880041553767,0.08313659676557959,1106.5962131991228,1028.9869223064748,2825.4242881657633,116.37211848348755,0.40155622273952707,-474.58466610955867,50.96666666666667,44.9,4.2,49.03333333333333,2745.5035888351745,0.8031124454790536,0.7059800096379788,0.4348212832441981,0.9318624542846913,0.757091587400807,0.5776744685962224,54.96732121775433,60.241121639940125,303.3427244788627,238.48342414734356,2300.794084640624,8.841146316667281,0.5398629193607138,0.8554115944828744,6.119511508267356,5.390024132910845,9.235015740810729,9.352107321938142,3.3061213337066846,0.8412118386009008,0.818181818181818,1874.5626483053138,1575.603847889774,298.9588004155398,0.8412118386009008,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.1,43.91835,-73.1754,8,1,0,0,9,0.111111111111111,1995,2003,1995,2019.51944444444,24.5194444444443,0.4885118468293525,0.5147714201981897,0.6158095209975943,1068.3131449332886,386.332495126681,681.9806498066082,0.18192884116745434,670.248180075403,2257.1770737793718,4534.246004548273,107.06721836434852,0.13138443186690735,503.37302488252146,2.92999999999999,84.57,12.5,97.07000000000001,5101.602715534322,0.26276886373381414,0.2696469239013984,0.34166950664512075,0.2584903641756359,1.042762717721102,0.07760157122252237,4.354516087490296,12.09231975131014,63.01866885753101,168.0030539580503,2246.976247852218,49.72248819805415,0.2568496946816766,1.6299417564052772,167.8250075718404,51.221759386985575,44.89775170426531,43.8777274564732,4.628912223820844,0.36305052169538754,0.111111111111111,1068.3131449332886,386.332495126681,681.9806498066075,0.36305052169538754,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ML.R,44.99257459,-72.87267514,13,0,0,0,13,0,NA,1995,1995,2020.77222222222,25.7722222222221,0.453965255931085,0.473014171329022,0.192741827885256,630.896526845637,202.783211920529,428.113314925107,0.164429530201341,426.980945197782,1903.15177486219,4300.22704278137,NA,0.09352166940402892,624.0864085671304,NA,NA,NA,NA,4565.583013206858,0.187043338808058,0.179367370480185,0.259121491499557,0.195405660547131,0.917923104059325,0.0444156225686705,1.85999999999999,6.27,92.545,183.969999999999,1916.45999999999,75.19,0.14,0.3,33.91,29.305,14.215,17.5649999999999,3.84,0.32142071368566033,0,630.896526845637,202.783211920529,428.11331492510806,0.32142071368566033,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goo.F,43.9451805555556,-73.1638666666667,6,4,0,0,10,0.4,2016,2006,2016,2021.44722222222,5.4472222222223,0.6072374281166667,0.3972398453467492,2.038296561642256,1201.4311665982318,534.0698437633512,667.3613228348823,0.188235541433296,703.8510189086086,3267.162137908008,7313.123965849765,409.03740680834767,0.09126737587798123,1085.4318230737115,1.5666666666666667,59.266666666666666,39.166666666666664,98.43333333333334,7799.52263943423,0.1825347517559618,0.1768329610796919,0.3573856674189184,0.18980075362386425,0.939283038815157,0.06883403646696781,0.9808974667561319,4.503737655276703,143.3445308202443,472.0721396890734,3384.314003945626,64.95273353565898,0.2769028489647964,0.5580445685367919,25.891978570878717,23.53710924061897,45.296502012668334,14.991377158968865,1.5414214040357992,0.4438332210076927,0.4,1201.4311665982318,534.0698437633512,667.3613228348806,0.4438332210076927,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FWB-F,44.864889,-72.553331,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.049638368584066665,177.20000000000002,1317.1428571428573,4131.428571428572,187.14285714285717,0.0466399747736743,697.4609028161477,64.86666666666666,30.833333333333332,4.266666666666667,NA,3799.315948601664,NA,NA,NA,NA,NA,NA,1.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,455.6541333333334,336.4890742998853,119.16505903344802,0.738474754608946,Perillo,33,27,20150619,USGS-VWRLSC-2014,Forest,Forest_C,Interior,455.6541333333334,119.16505903344802,336.4890742998853,0.22955615333333332,2.879255718333333,3.9,Sandy loam,C,11140.49,3028.301,16.983803333333334,21613.75,1168.4046,4051.9860000000003,537.5892666666667,185.5978,259.25245,NA,NA,NA,NA,5,B/D,D,2015-06-19,2015
CJS-F,44.920153,-72.757958,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,0,NA,NA,NA,NA,NA,NA,0.05320761154477334,1254,1478,4086,329.80000000000007,0.31675818897756186,-342.6105676451713,42.76666666666667,49.73333333333333,7.533333333333334,NA,3958.85582010582,NA,NA,NA,NA,NA,NA,47.077463333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1352.8653333333332,984.7525669446271,368.11276638870623,0.7279013976345223,Perillo,5,5,20150624,USGS-VWRLSC-2014,Corn,Corn_B,Interior,1352.8653333333332,368.11276638870623,984.7525669446271,0.285062341,3.086288372666667,7.906666666666666,Silt loam,B,18701.536666666667,5673.196666666667,51.63666666666668,21315.573333333334,2833.1200000000003,6989.420000000001,764.7599999999999,265.90000000000003,691.6999999999999,NA,NA,NA,NA,5,B/D,D,2015-06-24,2015
LC.1,44.29419,-73.1741,7,2,0,0,9,0.222222222222222,2003,2006,2003,2019.51944444444,16.5194444444443,0.4794555787479925,0.4681243412925398,0.3295134185348688,736.2847982150292,328.69283761020887,407.5919606048202,0.1689706280710672,341.73163236756926,2034.1016735841918,3119.883683325331,35.79456861512262,0.08511713965678182,588.1137675369887,19.8449999999999,50.155,30,80.1550000000001,4062.5285372258327,0.17023427931356297,0.19967183176198272,0.390722892586002,0.14958572833797265,1.3688687654362295,0.08141199969660792,3.604002284248996,9.131057879423976,146.14238448827362,755.5067888039655,2870.400387227801,18.388620037848607,0.32339637203254834,1.0559523661578503,44.751973210382154,13.672857098473532,33.770981372947226,26.76306535354128,3.2184525215004225,0.4458257706965507,0.222222222222222,736.2847982150292,328.69283761020887,407.5919606048204,0.4458257706965507,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa.2,43.87,-73.1809,10,0,0,0,10,0,NA,1993,1993,2018.56111111111,25.5611111111111,0.167186087251036,0.781662713053386,0.298285573766883,1780,200.390625,1579.609375,0.645945945945946,500.199999999999,3340,6840,100,0.06563233512564075,1254.327317804843,NA,NA,NA,NA,7621.243386243386,0.131264670251281,0.132103376721373,0.13948298507879,0.130436546262314,1.01277886073207,0.0262936918353391,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11257900280898876,0,1780,200.390625,1579.609375,0.11257900280898876,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FTK-F,44.911172,-72.927914,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.05032772131649334,324.79999999999995,1523.9999999999998,4108,567.4,0.080718730584511,601.5519084051928,61.53333333333333,29.233333333333334,9.233333333333333,NA,4023.849206349206,NA,NA,NA,NA,NA,NA,1.4236666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,457.2862333333333,312.65369121815553,144.63254211517778,0.6837155121401837,Perillo,51,25,20150626,USGS-VWRLSC-2014,Forest,Forest_D,Interior,457.2862333333333,144.63254211517778,312.65369121815553,0.24608238566666665,2.919241375666667,5.433333333333333,Sandy loam,D,16824.26,2591.686049,10.031769229333333,15668.050280000001,3640.89,3805.119604333333,735.5464498,203.9374140333333,295.9273191666667,NA,NA,NA,NA,1,D,D,2015-06-26,2015
FoKe.Ac,44.26267,-73.06833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.1,43.7812,-73.0953,9,0,0,0,9,0,NA,1993,1993,2019.51944444444,26.5194444444443,0.4390255118848435,0.5452590537424193,0.12271610860744317,1119.4718674116707,389.0047193975771,730.4671480140948,0.21804557799490087,660.8371798216212,1860.8917650398994,7717.501738776469,973.1159900344196,0.10312232168059689,815.3265400255202,9.38000000000002,81.8699999999999,8.75,90.61999999999998,6408.767896471673,0.2062446433611931,0.15548680832900397,0.301109778532306,0.3080809742488848,0.5065968856723775,0.06106726107159986,4.385865617701695,11.042889052790386,62.426050904873634,329.1383032138383,2424.5877599208534,23.565787622754367,0.3483057488219695,1.21169388513289,71.01428596598498,88.68470706822441,95.1471237724557,33.211686198184935,4.316444160350054,0.34632314211870363,0,1119.4718674116707,389.0047193975771,730.4671480140935,0.34632314211870363,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MiD.1,44.96486,-73.16756,10,0,0,0,10,0,NA,1993,1993,2018.62222222222,25.6222222222222,0.770453881020798,0.441320434586505,0.246248836053899,1242.5,817.5,424.999999999999,0.0978260869565215,570.199999999999,1475.99999999999,5960,268,0.11417810113184525,579.4845635468406,NA,NA,NA,NA,4993.95238095237,0.22835620226369,0.172825286858627,0.479395079026795,0.336467348544453,0.513646532438478,0.163697996624488,2.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6579476861167002,0,1242.5,817.5,425,0.6579476861167002,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WWR-F,44.832175,-73.002153,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.0658930136544,618.4,2390.4,9744,1029.6,0.0759842068185914,1255.2154110985662,27.400000000000002,65.06666666666666,7.5,NA,8138.533333333333,NA,NA,NA,NA,NA,NA,0.8892248213333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1080.2756666666667,645.748156891995,434.5275097746715,0.5977623830818445,Perillo,47,58,20150617,USGS-VWRLSC-2014,Wetland,Wetland_C,Interior,1080.2756666666667,434.5275097746715,645.748156891995,0.314728485,3.8221005600000004,6.006666666666667,Silt loam,C,18257.86333333333,5134.803333333333,29.603333333333335,28032.36333333333,2439.193333333333,5905.316666666666,1523.8533333333335,286.94,661.0833333333334,NA,NA,NA,NA,5,B/D,D,2015-06-17,2015
WWH-F,44.897939,-73.053833,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,20,NA,NA,NA,NA,NA,NA,0.08373655122959998,844,2068,5608,391.12,0.1540483615050995,417.3036908777603,9.933333333333334,63.93333333333334,26.166666666666668,NA,5478.798941798941,NA,NA,NA,NA,NA,NA,4.973846653666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1161.12,682.5686819373396,524.5563180626604,0.5878536946545919,Perillo,45,56,20150617,USGS-VWRLSC-2014,Wetland,Wetland_C,Interior,1161.12,524.5563180626604,682.5686819373396,0.4193643663333333,4.85710854,5.246666666666666,Silt loam,C,22939.61333333333,5065.409,26.900446666666667,22830.296666666665,4107.7536666666665,6800.5289999999995,770.9420999999999,282.2013666666667,718.4394666666667,NA,NA,NA,NA,3,C/D,D,2015-06-17,2015
MC.2,44.56708,-73.15875,7,3,0,0,10,0.3,2004,2006,2004,2019.58333333333,15.5833333333332,0.41169198380312866,0.4603412295989015,0.3997624684396286,1148.1302254056404,609.4077086694496,538.7225167361938,0.14368950938824876,618.8195001469378,1234.023451201437,6249.594348420492,332.7961002455655,0.1376972820451713,486.8892230287471,3.795,77.455,18.75,96.205,4876.438611715374,0.2753900176911779,0.21473000960969543,0.2331344627654019,0.43333697654188363,0.5225756176152601,0.14088970910065826,2.782131796056619,8.64296953670374,95.63123989828101,302.3352018180985,2109.8514423439797,34.10697165242679,0.3098857626390288,1.7108629151668344,96.02399492325604,51.82115993195129,104.32038671430723,41.71172519565216,3.4959642479271946,0.534968314056542,0.3,1148.1302254056404,609.4077086694496,538.7225167361908,0.534968314056542,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke.1,43.80959,-73.14985,7,2,0,0,9,0.222222222222222,2003,2006,2003,2018.6534722222175,15.653472222222174,0.5412869889389422,0.5041310414709123,0.277218972422063,1260.4852646397467,558.9065583041371,701.5787063356131,0.12460515352367432,731.3911075450926,1759.9145908117393,2507.6727612682575,62.19613118468533,0.21507981540471982,52.1087930468689,5.30500000000003,84.6949999999999,10,94.69499999999996,3408.8186711843327,0.43929473386522033,0.54273982621779,0.4319698207584477,0.3704020969432159,1.466951977582583,0.1635777410105931,7.526015931926364,13.240987355490622,27.29321978791903,95.97210108263305,1151.1019377788325,99.70216685545341,0.14227140075439626,0.8134071011315944,181.19612363446836,17.497711555193117,146.8280908904745,28.377480515836965,1.4642655591776053,0.4430678999711242,0.222222222222222,1260.4852646397467,558.9065583041371,701.5787063356096,0.4430678999711242,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PoW.1,43.74,-73.0547,8,1,0,0,9,0.111111111111111,1994,2003,1994,2018.47222222222,24.4722222222221,0.511725539040683,0.47704716184272,0.482452010692906,947.5,437.903225806451,509.596774193548,0.111461442786068,376.199999999999,1085.99999999999,3440,107.8,0.11938405432088829,349.248807267116,NA,NA,NA,NA,3151.1746031745915,0.238768108641776,0.197554388597149,0.302538628376323,0.301710924968811,0.654780361757105,0.13896507840768,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46216699293556834,0.111111111111111,947.5,437.903225806451,509.596774193549,0.46216699293556834,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.4,43.91901,-73.1745,8,1,0,0,9,0.111111111111111,1995,2003,1995,2019.51944444444,24.5194444444443,0.7206833046028662,0.2988499102642268,0.4471468338035423,906.2438705180173,390.78152264750923,515.4623478705078,0.17104405728785932,501.9094210214014,1142.1259586460412,4452.536542972197,206.84254516651973,0.1335264646320492,365.1210872410102,24.085,68.4149999999999,7.5,75.91499999999999,3776.12681923099,0.2670529292640977,0.20559579741108203,0.30128155258195466,0.385690416158606,0.5372019248815652,0.10393037293433233,3.3944973134533925,9.521789391049033,50.19303575083511,130.57873057777238,1031.7919004116457,39.105691023912854,0.0715735078619257,0.5530295985299774,73.55584575618792,33.785967470691915,15.679751099041791,13.12615766305319,1.6609699130069993,0.434020862363684,0.111111111111111,906.2438705180173,390.78152264750923,515.4623478705081,0.434020862363684,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
