core.n,sample.n,vol.sample,DO.mgl,vol.added,notes,pH,date.time,temp.C,tech,id.core_sample,id.core_date,SRP.mgl,Timestamp,Specific Conductance (uS/cm),Dissolved Oxygen (mg/L),ORP_1 (mV),pH_1 (units),Temperature (C),site,plot,rep,treatment,yr,yr_core,yr_core_sample,core_sample,pH_1 (Units),Comment,Folder,Unit ID,site.plot.trt.rep,site.name,site.n,site.plot,radius,azimuth,date.collect,Label,H.add (cm),Notes,site.plot.treatment.rep,site.plot.rep,n,sample.date,label,start_time,prev_time,prev_SRP,Days Elapsed,dt,dSRPdt,Flux,do,temp,ph,siteB
1,0,5,NA,NA,NA,NA,2018-07-25T20:00:00Z,NA,NA,2018.1s-1,1 2018-07-25,0.0103,2018-07-25T20:00:00Z,NA,NA,NA,NA,NA,Ke,1,1,O2,18,y18c1,y18c1s0,c1s0,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:00:00Z,0.0103,0,0,NA,NA,NA,NA,NA,Ke
1,1,5,4.41,NA,NA,7,2018-07-25T20:40:00Z,20.4,NA,2018.1s0,1 2018-07-25,0.020269,2018-07-25T20:40:00Z,NA,4.41,NA,7,20.4,Ke,1,1,O2,18,y18c1,y18c1s1,c1s1,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:00:00Z,0.0103,0.0277777777777778,0.0277777777777778,0.358884,0.0717768,4.41,20.4,7,Ke
1,2,5,NA,NA,NA,NA,2018-07-26T18:20:00Z,20.4,NA,2018.1s1,1 2018-07-26,0.016825,2018-07-26T18:20:00Z,NA,NA,NA,NA,20.4,Ke,1,1,O2,18,y18c1,y18c1s2,c1s2,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:40:00Z,0.020269,0.930555555555556,0.902777777777778,-0.003814892307692307,-7.629784615384614e-4,NA,20.4,NA,Ke
1,3,5,6.8,NA,NA,8.1,2018-07-26T22:00:00Z,20.6,NA,2018.1s2,1 2018-07-26,0.018679,2018-07-26T22:00:00Z,NA,6.8,NA,8.1,20.6,Ke,1,1,O2,18,y18c1,y18c1s3,c1s3,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-26T18:20:00Z,0.016825,1.08333333333333,0.152777777777778,0.012135272727272736,0.0024270545454545475,6.8,20.6,8.1,Ke
1,4,5,5.54,NA,NA,7.83,2018-07-27T16:58:00Z,21.1,NA,2018.1s3,1 2018-07-27,0.018017,2018-07-27T16:58:00Z,NA,5.54,NA,7.83,21.1,Ke,1,1,O2,18,y18c1,y18c1s4,c1s4,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-26T22:00:00Z,0.018679,1.87361111111111,0.790277777777778,-8.376801405975432e-4,-1.6753602811950865e-4,5.54,21.1,7.83,Ke
1,5,5,5.45,NA,NA,7.87,2018-07-28T23:50:00Z,21,NA,2018.1s4,1 2018-07-28,0.021064,2018-07-28T23:50:00Z,NA,5.45,NA,7.87,21,Ke,1,1,O2,18,y18c1,y18c1s5,c1s5,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-27T16:58:00Z,0.018017,3.15972222222222,1.28611111111111,0.0023691576673866097,4.7383153347732197e-4,5.45,21,7.87,Ke
1,6,5,6.3,NA,NA,7.67,2018-07-30T00:00:00Z,22.3,NA,2018.1s5,1 2018-07-29,0.020799,2018-07-30T00:00:00Z,NA,6.3,NA,7.67,22.3,Ke,1,1,O2,18,y18c1,y18c1s6,c1s6,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-28T23:50:00Z,0.021064,4.16666666666667,1.00694444444444,-2.6317241379310134e-4,-5.263448275862027e-5,6.3,22.3,7.67,Ke
1,7,5,5.48,NA,NA,7.71,2018-07-30T22:00:00Z,20.2,NA,2018.1s6,1 2018-07-30,NA,2018-07-30T22:00:00Z,NA,5.48,NA,7.71,20.2,Ke,1,1,O2,18,y18c1,y18c1s7,c1s7,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-30T00:00:00Z,0.020799,5.08333333333333,0.916666666666667,NA,NA,5.48,20.2,7.71,Ke
1,8,5,6.58,NA,NA,8.02,2018-07-31T19:02:00Z,20.4,NA,2018.1s7,1 2018-07-31,0.021858,2018-07-31T19:02:00Z,NA,6.58,NA,8.02,20.4,Ke,1,1,O2,18,y18c1,y18c1s8,c1s8,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-30T22:00:00Z,NA,5.95972222222222,0.876388888888889,NA,NA,6.58,20.4,8.02,Ke
1,9,5,5.5,NA,NA,NA,2018-08-01T17:10:00Z,20.4,NA,2018.1s8,1 2018-08-01,NA,2018-08-01T17:10:00Z,NA,5.5,NA,N/A,20.4,Ke,1,1,O2,18,y18c1,y18c1s9,c1s9,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-31T19:02:00Z,0.021858,6.88194444444444,0.922222222222222,NA,NA,5.5,20.4,NA,Ke
1,10,5,5.48,NA,NA,7.64,2018-08-02T19:50:00Z,20.8,NA,2018.1s9,1 2018-08-02,0.020799,2018-08-02T19:50:00Z,NA,5.48,NA,7.64,20.8,Ke,1,1,O2,18,y18c1,y18c1s10,c1s10,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-01T17:10:00Z,NA,7.99305555555556,1.11111111111111,NA,NA,5.48,20.8,7.64,Ke
1,11,5,6.19,NA,NA,NA,2018-08-03T18:20:00Z,20.6,NA,2018.1s10,1 2018-08-03,NA,2018-08-03T18:20:00Z,NA,6.19,NA,N/A,20.6,Ke,1,1,O2,18,y18c1,y18c1s11,c1s11,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-02T19:50:00Z,0.020799,8.93055555555556,0.9375,NA,NA,6.19,20.6,NA,Ke
1,12,5,6.08,NA,NA,7.21,2018-08-06T17:36:00Z,21.5,NA,2018.1s11,1 2018-08-06,0.030866,2018-08-06T17:36:00Z,NA,6.08,NA,7.21,21.5,Ke,1,1,O2,18,y18c1,y18c1s12,c1s12,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-03T18:20:00Z,NA,11.9,2.96944444444444,NA,NA,6.08,21.5,7.21,Ke
1,13,5,5.64,NA,NA,7.24,2018-08-08T18:04:00Z,20.9,NA,2018.1s12,1 2018-08-08,NA,2018-08-08T18:04:00Z,NA,5.64,NA,7.24,20.9,Ke,1,1,O2,18,y18c1,y18c1s13,c1s13,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-06T17:36:00Z,0.030866,13.9194444444444,2.01944444444444,NA,NA,5.64,20.9,7.24,Ke
1,14,5,6.4,NA,NA,NA,2018-08-10T15:36:00Z,21.1,NA,2018.1s13,1 2018-08-10,0.037225,2018-08-10T15:36:00Z,NA,6.4,NA,NA,21.1,Ke,1,1,O2,18,y18c1,y18c1s14,c1s14,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-08T18:04:00Z,NA,15.8166666666667,1.89722222222222,NA,NA,6.4,21.1,NA,Ke
1,15,5,5.65,NA,NA,NA,2018-08-12T21:30:00Z,21.7,NA,2018.1s14,1 2018-08-12,NA,2018-08-12T21:30:00Z,NA,5.65,NA,NA,21.7,Ke,1,1,O2,18,y18c1,y18c1s15,c1s15,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-10T15:36:00Z,0.037225,18.0625,2.24583333333333,NA,NA,5.65,21.7,NA,Ke
1,16,5,8.66,NA,NA,NA,2018-08-14T21:03:00Z,20.8,NA,2018.1s15,1 2018-08-14,NA,2018-08-14T21:03:00Z,NA,8.66,NA,NA,20.8,Ke,1,1,O2,18,y18c1,y18c1s16,c1s16,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-12T21:30:00Z,NA,20.04375,1.98125,NA,NA,8.66,20.8,NA,Ke
1,17,5,8.14,NA,NA,7.26,2018-08-16T15:06:00Z,21.1,NA,2018.1s16,1 2018-08-16,NA,2018-08-16T15:06:00Z,NA,8.14,NA,7.26,21.1,Ke,1,1,O2,18,y18c1,y18c1s17,c1s17,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-14T21:03:00Z,NA,21.7958333333333,1.75208333333333,NA,NA,8.14,21.1,7.26,Ke
1,18,5,5.91,NA,NA,7.23,2018-08-18T12:06:00Z,21.5,NA,2018.1s17,1 2018-08-18,NA,2018-08-18T12:06:00Z,NA,5.91,NA,7.23,21.5,Ke,1,1,O2,18,y18c1,y18c1s18,c1s18,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-16T15:06:00Z,NA,23.6708333333333,1.875,NA,NA,5.91,21.5,7.23,Ke
2,0,5,NA,NA,NA,NA,2018-07-25T20:00:00Z,NA,NA,2018.2s-1,2 2018-07-25,0.0103,2018-07-25T20:00:00Z,NA,NA,NA,NA,NA,Ke,1,2,O2,18,y18c2,y18c2s0,c2s0,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:00:00Z,0.0103,0,0,NA,NA,NA,NA,NA,Ke
2,1,5,4.8,NA,NA,6.95,2018-07-25T20:48:00Z,20.4,NA,2018.2s0,2 2018-07-25,0.009635837,2018-07-25T20:48:00Z,NA,4.8,NA,6.95,20.4,Ke,1,2,O2,18,y18c2,y18c2s1,c2s1,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:00:00Z,0.0103,0.0333333333333333,0.0333333333333333,-0.019924890000000018,-0.003984978000000004,4.8,20.4,6.95,Ke
2,2,5,NA,NA,NA,NA,2018-07-26T18:22:00Z,20.4,NA,2018.2s1,2 2018-07-26,0.009119227,2018-07-26T18:22:00Z,NA,NA,NA,NA,20.4,Ke,1,2,O2,18,y18c2,y18c2s2,c2s2,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:48:00Z,0.009635837,0.931944444444444,0.898611111111111,-5.748982998454393e-4,-1.1497965996908787e-4,NA,20.4,NA,Ke
2,3,5,8,NA,NA,8.19,2018-07-26T22:00:00Z,20.6,NA,2018.2s2,2 2018-07-26,0.010410752,2018-07-26T22:00:00Z,NA,8,NA,8.19,20.6,Ke,1,2,O2,18,y18c2,y18c2s3,c2s3,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-26T18:22:00Z,0.009119227,1.08333333333333,0.151388888888889,0.008531174311926605,0.0017062348623853212,8,20.6,8.19,Ke
2,4,5,5.48,NA,NA,7.98,2018-07-27T17:00:00Z,21.1,NA,2018.2s3,2 2018-07-27,0.013639565,2018-07-27T17:00:00Z,NA,5.48,NA,7.98,21.1,Ke,1,2,O2,18,y18c2,y18c2s4,c2s4,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-26T22:00:00Z,0.010410752,1.875,0.791666666666667,0.004078500631578946,8.157001263157892e-4,5.48,21.1,7.98,Ke
2,5,5,5.32,NA,NA,7.68,2018-07-28T23:52:00Z,21,NA,2018.2s4,2 2018-07-28,0.012735498,2018-07-28T23:52:00Z,NA,5.32,NA,7.68,21,Ke,1,2,O2,18,y18c2,y18c2s5,c2s5,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-27T17:00:00Z,0.013639565,3.16111111111111,1.28611111111111,-7.029462634989198e-4,-1.4058925269978397e-4,5.32,21,7.68,Ke
2,6,5,5.98,NA,NA,7.67,2018-07-30T00:02:00Z,22.3,NA,2018.2s5,2 2018-07-29,0.015835158,2018-07-30T00:02:00Z,NA,5.98,NA,7.67,22.3,Ke,1,2,O2,18,y18c2,y18c2s6,c2s6,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-28T23:52:00Z,0.012735498,4.16805555555556,1.00694444444444,0.0030782830344827576,6.156566068965516e-4,5.98,22.3,7.67,Ke
2,7,5,5.81,NA,NA,7.65,2018-07-30T22:02:00Z,20.2,NA,2018.2s6,2 2018-07-30,NA,2018-07-30T22:02:00Z,NA,5.81,NA,7.65,20.2,Ke,1,2,O2,18,y18c2,y18c2s7,c2s7,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-30T00:02:00Z,0.015835158,5.08472222222222,0.916666666666667,NA,NA,5.81,20.2,7.65,Ke
2,8,5,6.39,NA,NA,8.19,2018-07-31T19:04:00Z,20.4,NA,2018.2s7,2 2018-07-31,0.021776174,2018-07-31T19:04:00Z,NA,6.39,NA,8.19,20.4,Ke,1,2,O2,18,y18c2,y18c2s8,c2s8,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-30T22:02:00Z,NA,5.96111111111111,0.876388888888889,NA,NA,6.39,20.4,8.19,Ke
2,9,5,5.57,NA,NA,NA,2018-08-01T17:12:00Z,20.4,NA,2018.2s8,2 2018-08-01,NA,2018-08-01T17:12:00Z,NA,5.57,NA,N/A,20.4,Ke,1,2,O2,18,y18c2,y18c2s9,c2s9,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-31T19:04:00Z,0.021776174,6.88333333333333,0.922222222222222,NA,NA,5.57,20.4,NA,Ke
2,10,5,5.61,NA,NA,7.67,2018-08-02T19:52:00Z,20.8,NA,2018.2s9,2 2018-08-02,0.018159904,2018-08-02T19:52:00Z,NA,5.61,NA,7.67,20.8,Ke,1,2,O2,18,y18c2,y18c2s10,c2s10,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-01T17:12:00Z,NA,7.99444444444444,1.11111111111111,NA,NA,5.61,20.8,7.67,Ke
2,11,5,6.03,NA,NA,NA,2018-08-03T18:22:00Z,20.6,NA,2018.2s10,2 2018-08-03,NA,2018-08-03T18:22:00Z,NA,6.03,NA,NA,20.6,Ke,1,2,O2,18,y18c2,y18c2s11,c2s11,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-02T19:52:00Z,0.018159904,8.93194444444444,0.9375,NA,NA,6.03,20.6,NA,Ke
2,12,5,5.3,NA,NA,7.08,2018-08-06T17:38:00Z,21.5,NA,2018.2s11,2 2018-08-06,0.026425665,2018-08-06T17:38:00Z,NA,5.3,NA,7.08,21.5,Ke,1,2,O2,18,y18c2,y18c2s12,c2s12,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-03T18:22:00Z,NA,11.9013888888889,2.96944444444444,NA,NA,5.3,21.5,7.08,Ke
2,13,5,5.31,NA,NA,7.15,2018-08-08T18:06:00Z,20.9,NA,2018.2s12,2 2018-08-08,NA,2018-08-08T18:06:00Z,NA,5.31,NA,7.15,20.9,Ke,1,2,O2,18,y18c2,y18c2s13,c2s13,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-06T17:38:00Z,0.026425665,13.9208333333333,2.01944444444444,NA,NA,5.31,20.9,7.15,Ke
2,14,5,5.02,NA,NA,NA,2018-08-10T15:38:00Z,21.1,NA,2018.2s13,2 2018-08-10,0.016610073,2018-08-10T15:38:00Z,NA,5.02,NA,NA,21.1,Ke,1,2,O2,18,y18c2,y18c2s14,c2s14,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-08T18:06:00Z,NA,15.8180555555556,1.89722222222222,NA,NA,5.02,21.1,NA,Ke
2,15,5,4.6,NA,NA,NA,2018-08-12T21:32:00Z,21.6,NA,2018.2s14,2 2018-08-12,NA,2018-08-12T21:32:00Z,NA,4.6,NA,NA,21.6,Ke,1,2,O2,18,y18c2,y18c2s15,c2s15,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-10T15:38:00Z,0.016610073,18.0638888888889,2.24583333333333,NA,NA,4.6,21.6,NA,Ke
2,16,5,8.6,NA,NA,NA,2018-08-14T21:04:00Z,20.8,NA,2018.2s15,2 2018-08-14,NA,2018-08-14T21:04:00Z,NA,8.6,NA,NA,20.8,Ke,1,2,O2,18,y18c2,y18c2s16,c2s16,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-12T21:32:00Z,NA,20.0444444444444,1.98055555555556,NA,NA,8.6,20.8,NA,Ke
2,17,5,8.15,NA,NA,7.16,2018-08-16T15:08:00Z,21.1,NA,2018.2s16,2 2018-08-16,NA,2018-08-16T15:08:00Z,NA,8.15,NA,7.16,21.1,Ke,1,2,O2,18,y18c2,y18c2s17,c2s17,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-14T21:04:00Z,NA,21.7972222222222,1.75277777777778,NA,NA,8.15,21.1,7.16,Ke
2,18,5,6.96,NA,NA,6.74,2018-08-18T12:08:00Z,21.5,NA,2018.2s17,2 2018-08-18,NA,2018-08-18T12:08:00Z,NA,6.96,NA,6.74,21.5,Ke,1,2,O2,18,y18c2,y18c2s18,c2s18,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-16T15:08:00Z,NA,23.6722222222222,1.875,NA,NA,6.96,21.5,6.74,Ke
3,0,5,NA,NA,NA,NA,2018-07-25T20:00:00Z,NA,NA,2018.3s-1,3 2018-07-25,0.0103,2018-07-25T20:00:00Z,NA,NA,NA,NA,NA,Ke,1,3,O2,18,y18c3,y18c3s0,c3s0,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:00:00Z,0.0103,0,0,NA,NA,NA,NA,NA,Ke
3,1,5,4.54,NA,NA,6.97,2018-07-25T20:51:00Z,20.4,NA,2018.3s0,3 2018-07-25,0.00258,2018-07-25T20:51:00Z,NA,4.54,NA,6.97,20.4,Ke,1,3,O2,18,y18c3,y18c3s1,c3s1,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:00:00Z,0.0103,0.0354166666666667,0.0354166666666667,-0.2179764705882353,-0.043595294117647065,4.54,20.4,6.97,Ke
3,2,5,NA,NA,NA,NA,2018-07-26T18:24:00Z,20.4,NA,2018.3s1,3 2018-07-26,0.00717,2018-07-26T18:24:00Z,NA,NA,NA,NA,20.4,Ke,1,3,O2,18,y18c3,y18c3s2,c3s2,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-25T20:51:00Z,0.00258,0.933333333333333,0.897916666666667,0.005111832946635731,0.0010223665893271461,NA,20.4,NA,Ke
3,3,5,8.01,NA,NA,8.2,2018-07-26T22:00:00Z,20.6,NA,2018.3s2,3 2018-07-26,0.011761,2018-07-26T22:00:00Z,NA,8.01,NA,8.1999999999999993,20.6,Ke,1,3,O2,18,y18c3,y18c3s3,c3s3,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-26T18:24:00Z,0.00717,1.08333333333333,0.15,0.03060666666666667,0.0061213333333333345,8.01,20.6,8.2,Ke
3,4,5,6.24,NA,NA,8.05,2018-07-27T17:02:00Z,21.1,NA,2018.3s3,3 2018-07-27,0.01133,2018-07-27T17:02:00Z,NA,6.24,NA,8.0500000000000007,21.1,Ke,1,3,O2,18,y18c3,y18c3s4,c3s4,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-26T22:00:00Z,0.011761,1.87638888888889,0.793055555555556,-5.434676007005265e-4,-1.086935201401053e-4,6.24,21.1,8.05,Ke
3,5,5,5.4,NA,NA,7.76,2018-07-28T23:54:00Z,21,NA,2018.3s4,3 2018-07-28,0.008892,2018-07-28T23:54:00Z,NA,5.4,NA,7.76,21,Ke,1,3,O2,18,y18c3,y18c3s5,c3s5,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-27T17:02:00Z,0.01133,3.1625,1.28611111111111,-0.001895637149028077,-3.791274298056154e-4,5.4,21,7.76,Ke
3,6,5,6.35,NA,NA,7.9,2018-07-30T00:04:00Z,22.3,NA,2018.3s5,3 2018-07-29,0.018359,2018-07-30T00:04:00Z,NA,6.35,NA,7.9,22.3,Ke,1,3,O2,18,y18c3,y18c3s6,c3s6,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-28T23:54:00Z,0.008892,4.16944444444444,1.00694444444444,0.009401710344827586,0.0018803420689655172,6.35,22.3,7.9,Ke
3,7,5,5.74,NA,NA,7.84,2018-07-30T22:04:00Z,20.2,NA,2018.3s6,3 2018-07-30,NA,2018-07-30T22:04:00Z,NA,5.74,NA,7.84,20.2,Ke,1,3,O2,18,y18c3,y18c3s7,c3s7,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-30T00:04:00Z,0.018359,5.08611111111111,0.916666666666667,NA,NA,5.74,20.2,7.84,Ke
3,8,5,6.12,NA,NA,8.23,2018-07-31T19:06:00Z,20.4,NA,2018.3s7,3 2018-07-31,0.014916,2018-07-31T19:06:00Z,NA,6.12,NA,8.23,20.4,Ke,1,3,O2,18,y18c3,y18c3s8,c3s8,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-30T22:04:00Z,NA,5.9625,0.876388888888889,NA,NA,6.12,20.4,8.23,Ke
3,9,5,5.64,NA,NA,NA,2018-08-01T17:14:00Z,20.4,NA,2018.3s8,3 2018-08-01,NA,2018-08-01T17:14:00Z,NA,5.64,NA,N/A,20.4,Ke,1,3,O2,18,y18c3,y18c3s9,c3s9,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-07-31T19:06:00Z,0.014916,6.88472222222222,0.922222222222222,NA,NA,5.64,20.4,NA,Ke
3,10,5,4.62,NA,NA,7.53,2018-08-02T19:54:00Z,20.8,NA,2018.3s9,3 2018-08-02,0.010326,2018-08-02T19:54:00Z,NA,4.62,NA,7.53,20.8,Ke,1,3,O2,18,y18c3,y18c3s10,c3s10,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-01T17:14:00Z,NA,7.99583333333333,1.11111111111111,NA,NA,4.62,20.8,7.53,Ke
3,11,5,5.97,NA,NA,NA,2018-08-03T18:24:00Z,20.6,NA,2018.3s10,3 2018-08-03,NA,2018-08-03T18:24:00Z,NA,5.97,NA,NA,20.6,Ke,1,3,O2,18,y18c3,y18c3s11,c3s11,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-02T19:54:00Z,0.010326,8.93333333333333,0.9375,NA,NA,5.97,20.6,NA,Ke
3,12,5,5.44,NA,NA,7.23,2018-08-06T17:40:00Z,21.5,NA,2018.3s11,3 2018-08-06,0.046762,2018-08-06T17:40:00Z,NA,5.44,NA,7.23,21.5,Ke,1,3,O2,18,y18c3,y18c3s12,c3s12,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-03T18:24:00Z,NA,11.9027777777778,2.96944444444444,NA,NA,5.44,21.5,7.23,Ke
3,13,5,5.4,NA,NA,7.08,2018-08-08T18:08:00Z,20.9,NA,2018.3s12,3 2018-08-08,NA,2018-08-08T18:08:00Z,NA,5.4,NA,7.08,20.9,Ke,1,3,O2,18,y18c3,y18c3s13,c3s13,NA,NA,NA,NA,NA,NA,NA,KE.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-25T20:00:00Z,2018-08-06T17:40:00Z,0.046762,13.9222222222222,2.01944444444444,NA,NA,5.4,20.9,7.08,Ke
