core.n,sample.n,vol.sample,DO.mgl,vol.added,notes,pH,date.time,temp.C,tech,id.core_sample,id.core_date,SRP.mgl,Timestamp,Specific Conductance (uS/cm),Dissolved Oxygen (mg/L),ORP_1 (mV),pH_1 (units),Temperature (C),site,plot,rep,treatment,yr,yr_core,yr_core_sample,core_sample,pH_1 (Units),Comment,Folder,Unit ID,site.plot.trt.rep,site.name,site.n,site.plot,radius,azimuth,date.collect,Label,H.add (cm),Notes,site.plot.treatment.rep,site.plot.rep,n,sample.date,label,start_time,prev_time,prev_SRP,Days Elapsed,dt,dSRPdt,Flux,do,temp,ph,siteB
70,7,5,7.35,NA,NA,NA,2019-10-11T12:00:00Z,18,cs,2019.70s7,70 2019-10-11,0.016127,NA,NA,NA,NA,NA,NA,OCD,0,7,O2,19,y19c70,y19c70s7,c70s7,NA,NA,NA,NA,OCD.0.O2.7,Otter Creek Demarais,NA,OCD.0,1.9,160,2019-10-04T00:00:00Z,OCD.0.7 (O2) { rad:1.9 az:160} 10/3/19 [70],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-10T13:30:00Z,0.014123,6.77083333333333,0.9375,0.0021375999999999986,4.2751999999999976e-4,7.35,18,NA,OCD
70,8,5,7.79,NA,NA,NA,2019-10-12T15:00:00Z,18.1,nk,2019.70s8,70 2019-10-12,0.01664,NA,NA,NA,NA,NA,NA,OCD,0,7,O2,19,y19c70,y19c70s8,c70s8,NA,NA,NA,NA,OCD.0.O2.7,Otter Creek Demarais,NA,OCD.0,1.9,160,2019-10-04T00:00:00Z,OCD.0.7 (O2) { rad:1.9 az:160} 10/3/19 [70],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-11T12:00:00Z,0.016127,7.89583333333333,1.125,4.559999999999996e-4,9.119999999999993e-5,7.79,18.1,NA,OCD
70,9,5,NA,NA,NA,NA,2019-10-14T09:30:00Z,0,nk,2019.70s9,70 2019-10-14,0.062771,2019-10-14T10:38:00Z,184.6,6.98,284.9,NA,17.8,OCD,0,7,O2,19,y19c70,y19c70s9,c70s9,7.77,NA,IC2019,11K101054,OCD.0.O2.7,Otter Creek Demarais,NA,OCD.0,1.9,160,2019-10-04T00:00:00Z,OCD.0.7 (O2) { rad:1.9 az:160} 10/3/19 [70],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-12T15:00:00Z,0.01664,9.66666666666667,1.77083333333333,0.026050447058823527,0.005210089411764706,6.98,17.8,7.77,OCD
70,10,5,7.74,NA,NA,NA,2019-10-15T09:30:00Z,17.9,nk,2019.70s10,70 2019-10-15,0.0521,NA,NA,NA,NA,NA,NA,OCD,0,7,O2,19,y19c70,y19c70s10,c70s10,NA,NA,NA,NA,OCD.0.O2.7,Otter Creek Demarais,NA,OCD.0,1.9,160,2019-10-04T00:00:00Z,OCD.0.7 (O2) { rad:1.9 az:160} 10/3/19 [70],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-14T09:30:00Z,0.062771,10.6666666666667,1,-0.010670999999999993,-0.002134199999999999,7.74,17.9,NA,OCD
70,11,5,7.22,NA,NA,NA,2019-10-16T12:00:00Z,17.7,0,2019.70s11,70 2019-10-16,0.043981,NA,NA,NA,NA,NA,NA,OCD,0,7,O2,19,y19c70,y19c70s11,c70s11,NA,NA,NA,NA,OCD.0.O2.7,Otter Creek Demarais,NA,OCD.0,1.9,160,2019-10-04T00:00:00Z,OCD.0.7 (O2) { rad:1.9 az:160} 10/3/19 [70],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-15T09:30:00Z,0.0521,11.7708333333333,1.10416666666667,-0.007353056603773585,-0.0014706113207547172,7.22,17.7,NA,OCD
70,12,5,7.65,NA,NA,NA,2019-10-17T12:00:00Z,18,0,2019.70s12,70 2019-10-17,0.021558,NA,NA,NA,NA,NA,NA,OCD,0,7,O2,19,y19c70,y19c70s12,c70s12,NA,NA,NA,NA,OCD.0.O2.7,Otter Creek Demarais,NA,OCD.0,1.9,160,2019-10-04T00:00:00Z,OCD.0.7 (O2) { rad:1.9 az:160} 10/3/19 [70],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-16T12:00:00Z,0.043981,12.7708333333333,1,-0.022423,-0.0044846,7.65,18,NA,OCD
70,13,5,7.09,NA,NA,NA,2019-10-18T00:00:00Z,18,0,2019.70s13,70 2019-10-18,0.02635,NA,NA,NA,NA,NA,NA,OCD,0,7,O2,19,y19c70,y19c70s13,c70s13,NA,NA,NA,NA,OCD.0.O2.7,Otter Creek Demarais,NA,OCD.0,1.9,160,2019-10-04T00:00:00Z,OCD.0.7 (O2) { rad:1.9 az:160} 10/3/19 [70],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-17T12:00:00Z,0.021558,13.2708333333333,0.5,0.009583999999999995,0.001916799999999999,7.09,18,NA,OCD
71,0,5,NA,NA,NA,NA,2019-10-04T17:30:00Z,16.3,0,2019.71s0,71 2019-10-04,0.005,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s0,c71s0,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-04T17:30:00Z,NA,0,0,NA,NA,NA,16.3,NA,OCD
71,1,5,8.73,0,NA,NA,2019-10-05T17:30:00Z,16.3,0,2019.71s1,71 2019-10-05,0.00429177,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s1,c71s1,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-04T17:30:00Z,NA,1,1,NA,NA,8.73,16.3,NA,OCD
71,2,5,6.48,0,NA,NA,2019-10-06T15:00:00Z,16.2,ted,2019.71s2,71 2019-10-06,0.011312,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s2,c71s2,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-05T17:30:00Z,0.00429177,1.89583333333333,0.895833333333333,0.007836535813953487,0.0015673071627906974,6.48,16.2,NA,OCD
71,3,5,6.15,10,NA,NA,2019-10-07T15:00:00Z,17.5,0,2019.71s3,71 2019-10-07,0.011898,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s3,c71s3,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-06T15:00:00Z,0.011312,2.89583333333333,1,5.860000000000015e-4,1.172000000000003e-4,6.15,17.5,NA,OCD
71,4,5,5.24,NA,NA,NA,2019-10-08T14:30:00Z,17.8,nk,2019.71s4,71 2019-10-08,0.019903,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s4,c71s4,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-07T15:00:00Z,0.011898,3.875,0.979166666666667,0.008175319148936171,0.0016350638297872343,5.24,17.8,NA,OCD
71,5,5,5.96,NA,NA,NA,2019-10-09T11:15:00Z,17.7,0,2019.71s5,71 2019-10-09,0.009429,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s5,c71s5,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-08T14:30:00Z,0.019903,4.73958333333333,0.864583333333333,-0.012114506024096385,-0.0024229012048192773,5.96,17.7,NA,OCD
71,6,5,5.65,NA,NA,NA,2019-10-10T13:30:00Z,17.3,0,2019.71s6,71 2019-10-10,0.012437,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s6,c71s6,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-09T11:15:00Z,0.009429,5.83333333333333,1.09375,0.002750171428571429,5.500342857142858e-4,5.65,17.3,NA,OCD
71,7,5,5.81,NA,NA,NA,2019-10-11T12:00:00Z,18,cs,2019.71s7,71 2019-10-11,0.023314,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s7,c71s7,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-10T13:30:00Z,0.012437,6.77083333333333,0.9375,0.011602133333333335,0.002320426666666667,5.81,18,NA,OCD
71,8,5,5.49,NA,NA,NA,2019-10-12T15:00:00Z,18.1,nk,2019.71s8,71 2019-10-12,0.013769,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s8,c71s8,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-11T12:00:00Z,0.023314,7.89583333333333,1.125,-0.008484444444444445,-0.0016968888888888893,5.49,18.1,NA,OCD
71,9,5,NA,NA,NA,NA,2019-10-14T09:30:00Z,0,nk,2019.71s9,71 2019-10-14,0.028446,2019-10-14T10:40:00Z,340.9,5.8,289,NA,17.8,OCD,0,8,O2,19,y19c71,y19c71s9,c71s9,7.63,NA,IC2019,11K101054,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-12T15:00:00Z,0.013769,9.66666666666667,1.77083333333333,0.008288188235294118,0.0016576376470588236,5.8,17.8,7.63,OCD
71,10,5,6.08,NA,NA,NA,2019-10-15T09:30:00Z,17.9,nk,2019.71s10,71 2019-10-15,0.019611,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s10,c71s10,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-14T09:30:00Z,0.028446,10.6666666666667,1,-0.008834999999999999,-0.001767,6.08,17.9,NA,OCD
71,11,5,5.65,NA,NA,NA,2019-10-16T12:00:00Z,17.7,0,2019.71s11,71 2019-10-16,0.016963,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s11,c71s11,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-15T09:30:00Z,0.019611,11.7708333333333,1.10416666666667,-0.0023981886792452836,-4.7963773584905675e-4,5.65,17.7,NA,OCD
71,12,5,5.47,NA,NA,NA,2019-10-17T12:00:00Z,18,0,2019.71s12,71 2019-10-17,0.018143,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s12,c71s12,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-16T12:00:00Z,0.016963,12.7708333333333,1,0.0011800000000000005,2.360000000000001e-4,5.47,18,NA,OCD
71,13,5,5.37,NA,NA,NA,2019-10-18T00:00:00Z,18,0,2019.71s13,71 2019-10-18,0.009078,NA,NA,NA,NA,NA,NA,OCD,0,8,O2,19,y19c71,y19c71s13,c71s13,NA,NA,NA,NA,OCD.0.O2.8,Otter Creek Demarais,NA,OCD.0,5,259,2019-10-04T00:00:00Z,OCD.0.8 (O2) { rad:5 az:259} 10/3/19 [71],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-17T12:00:00Z,0.018143,13.2708333333333,0.5,-0.01813,-0.0036260000000000003,5.37,18,NA,OCD
72,0,5,NA,NA,NA,NA,2019-10-04T17:30:00Z,16.3,0,2019.72s0,72 2019-10-04,0.005,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s0,c72s0,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-04T17:30:00Z,NA,0,0,NA,NA,NA,16.3,NA,OCD
72,1,5,8.93,0,NA,NA,2019-10-05T17:30:00Z,16.3,0,2019.72s1,72 2019-10-05,0.017006,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s1,c72s1,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-04T17:30:00Z,NA,1,1,NA,NA,8.93,16.3,NA,OCD
72,2,5,6.9,0,NA,NA,2019-10-06T15:00:00Z,16.2,ted,2019.72s2,72 2019-10-06,0.019716,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s2,c72s2,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-05T17:30:00Z,0.017006,1.89583333333333,0.895833333333333,0.003025116279069768,6.050232558139537e-4,6.9,16.2,NA,OCD
72,3,5,7.4,10,NA,NA,2019-10-07T15:00:00Z,17.5,0,2019.72s3,72 2019-10-07,0.01988,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s3,c72s3,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-06T15:00:00Z,0.019716,2.89583333333333,1,1.6399999999999748e-4,3.2799999999999496e-5,7.4,17.5,NA,OCD
72,4,5,7.94,NA,NA,NA,2019-10-08T14:30:00Z,17.8,nk,2019.72s4,72 2019-10-08,0.021107,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s4,c72s4,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-07T15:00:00Z,0.01988,3.875,0.979166666666667,0.001253106382978726,2.506212765957452e-4,7.94,17.8,NA,OCD
72,5,5,6.7,NA,NA,NA,2019-10-09T11:15:00Z,17.7,0,2019.72s5,72 2019-10-09,0.02316,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s5,c72s5,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-08T14:30:00Z,0.021107,4.73958333333333,0.864583333333333,0.002374554216867469,4.749108433734938e-4,6.7,17.7,NA,OCD
72,6,5,6.07,NA,NA,NA,2019-10-10T13:30:00Z,17.3,0,2019.72s6,72 2019-10-10,0.023286,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s6,c72s6,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-09T11:15:00Z,0.02316,5.83333333333333,1.09375,1.1520000000000101e-4,2.3040000000000203e-5,6.07,17.3,NA,OCD
72,7,5,6.48,NA,NA,NA,2019-10-11T12:00:00Z,18,cs,2019.72s7,72 2019-10-11,0.020175,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s7,c72s7,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-10T13:30:00Z,0.023286,6.77083333333333,0.9375,-0.003318400000000003,-6.636800000000007e-4,6.48,18,NA,OCD
72,8,5,6.87,NA,NA,NA,2019-10-12T15:00:00Z,18.1,nk,2019.72s8,72 2019-10-12,0.028018,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s8,c72s8,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-11T12:00:00Z,0.020175,7.89583333333333,1.125,0.006971555555555558,0.0013943111111111117,6.87,18.1,NA,OCD
72,9,5,NA,NA,NA,NA,2019-10-14T09:30:00Z,0,nk,2019.72s9,72 2019-10-14,0.030451,2019-10-14T10:43:00Z,337.5,6.01,281.1,NA,17.8,OCD,0,9,O2,19,y19c72,y19c72s9,c72s9,7.79,NA,IC2019,11K101054,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-12T15:00:00Z,0.028018,9.66666666666667,1.77083333333333,0.0013739294117647047,2.747858823529409e-4,6.01,17.8,7.79,OCD
72,10,5,6.76,NA,NA,NA,2019-10-15T09:30:00Z,17.9,nk,2019.72s10,72 2019-10-15,0.029543,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s10,c72s10,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-14T09:30:00Z,0.030451,10.6666666666667,1,-9.079999999999991e-4,-1.8159999999999983e-4,6.76,17.9,NA,OCD
72,11,5,6.05,NA,NA,NA,2019-10-16T12:00:00Z,17.7,0,2019.72s11,72 2019-10-16,0.018244,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s11,c72s11,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-15T09:30:00Z,0.029543,11.7708333333333,1.10416666666667,-0.010233056603773584,-0.002046611320754717,6.05,17.7,NA,OCD
72,12,5,6.97,NA,NA,NA,2019-10-17T12:00:00Z,18,0,2019.72s12,72 2019-10-17,0.02966,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s12,c72s12,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-16T12:00:00Z,0.018244,12.7708333333333,1,0.011415999999999999,0.0022832,6.97,18,NA,OCD
72,13,5,5.92,NA,NA,NA,2019-10-18T00:00:00Z,18,0,2019.72s13,72 2019-10-18,0.02786,NA,NA,NA,NA,NA,NA,OCD,0,9,O2,19,y19c72,y19c72s13,c72s13,NA,NA,NA,NA,OCD.0.O2.9,Otter Creek Demarais,NA,OCD.0,4.7,163,2019-10-04T00:00:00Z,OCD.0.9 (O2) { rad:4.7 az:163} 10/3/19 [72],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-17T12:00:00Z,0.02966,13.2708333333333,0.5,-0.003599999999999999,-7.199999999999998e-4,5.92,18,NA,OCD
76,0,5,NA,NA,NA,NA,2019-10-04T17:30:00Z,16.3,0,2019.76s0,76 2019-10-04,0.005,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s0,c76s0,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-04T17:30:00Z,NA,0,0,NA,NA,NA,16.3,NA,OCD
76,1,5,0.31,60,NA,NA,2019-10-05T17:30:00Z,16.3,0,2019.76s1,76 2019-10-05,0.033842,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s1,c76s1,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-04T17:30:00Z,NA,1,1,NA,NA,0.31,16.3,NA,OCD
76,2,5,1.22,0,NA,NA,2019-10-06T15:00:00Z,16.2,ted,2019.76s2,76 2019-10-06,0.030778,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s2,c76s2,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-05T17:30:00Z,0.033842,1.89583333333333,0.895833333333333,-0.003420279069767439,-6.840558139534878e-4,1.22,16.2,NA,OCD
76,3,5,1.24,10,NA,NA,2019-10-07T15:00:00Z,17.5,0,2019.76s3,76 2019-10-07,0.023293,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s3,c76s3,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-06T15:00:00Z,0.030778,2.89583333333333,1,-0.007484999999999999,-0.0014969999999999998,1.24,17.5,NA,OCD
76,4,5,0.51,NA,NA,NA,2019-10-08T14:30:00Z,17.8,nk,2019.76s4,76 2019-10-08,0.033599,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s4,c76s4,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-07T15:00:00Z,0.023293,3.875,0.979166666666667,0.010525276595744678,0.002105055319148936,0.51,17.8,NA,OCD
76,5,5,0.42,NA,NA,NA,2019-10-09T11:15:00Z,17.7,0,2019.76s5,76 2019-10-09,0.03381,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s5,c76s5,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-08T14:30:00Z,0.033599,4.73958333333333,0.864583333333333,2.4404819277108763e-4,4.880963855421753e-5,0.42,17.7,NA,OCD
76,6,5,0.31,NA,NA,NA,2019-10-10T13:30:00Z,17.3,0,2019.76s6,76 2019-10-10,0.054866,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s6,c76s6,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-09T11:15:00Z,0.03381,5.83333333333333,1.09375,0.0192512,0.00385024,0.31,17.3,NA,OCD
76,7,5,0.3,NA,NA,NA,2019-10-11T12:00:00Z,18,cs,2019.76s7,76 2019-10-11,0.052081,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s7,c76s7,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-10T13:30:00Z,0.054866,6.77083333333333,0.9375,-0.0029706666666666623,-5.941333333333325e-4,0.3,18,NA,OCD
76,8,5,0.45,NA,NA,NA,2019-10-12T15:00:00Z,18.1,nk,2019.76s8,76 2019-10-12,0.038562,NA,NA,NA,NA,NA,NA,OCD,4,4,N2,19,y19c76,y19c76s8,c76s8,NA,NA,NA,NA,OCD.4.N2.4,Otter Creek Demarais,NA,OCD.4,4.3,108,2019-10-04T00:00:00Z,OCD.4.4 (N2) { rad:4.3 az:108} 10/3/19 [76],NA,NA,NA,NA,NA,NA,NA,2019-10-04T17:30:00Z,2019-10-11T12:00:00Z,0.052081,7.89583333333333,1.125,-0.012016888888888891,-0.0024033777777777783,0.45,18.1,NA,OCD
